Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k
NICO,rabanser,autumn,outdoor,0.9997715851987209,0.7564102564102564,0.8780909208044887,Temporal,5
NICO,rabanser,autumn,water,0.9996658870698296,0.7435897435897436,0.8716278153297866,Unbiased,5
NICO,rabanser,autumn,water,0.9996658870698296,0.15384615384615385,0.5767560204579918,Class,5
NICO,rabanser,autumn,water,0.9996658870698296,0.10256410256410253,0.551114994816966,Synthetic,5
NICO,rabanser,autumn,water,0.9996658870698296,0.7564102564102564,0.878038071740043,Temporal,5
NICO,rabanser,autumn,rock,0.9997529033852236,0.7435897435897436,0.8716713234874836,Unbiased,5
NICO,rabanser,autumn,rock,0.9997529033852236,0.15384615384615385,0.5767995286156887,Class,5
NICO,rabanser,autumn,rock,0.9997529033852236,0.10256410256410253,0.5511585029746631,Synthetic,5
NICO,rabanser,autumn,rock,0.9997529033852236,0.7564102564102564,0.8780815798977399,Temporal,5
NICO,rabanser,autumn,grass,1.0,0.7435897435897436,0.8717948717948718,Unbiased,5
NICO,rabanser,autumn,grass,1.0,0.15384615384615385,0.5769230769230769,Class,5
NICO,rabanser,autumn,grass,1.0,0.10256410256410253,0.5512820512820513,Synthetic,5
NICO,rabanser,autumn,grass,1.0,0.7564102564102564,0.8782051282051282,Temporal,5
NICO,rabanser,autumn,autumn,1.0,0.7435897435897436,0.8717948717948718,Unbiased,5
NICO,rabanser,autumn,autumn,1.0,0.15384615384615385,0.5769230769230769,Class,5
NICO,rabanser,autumn,autumn,1.0,0.10256410256410253,0.5512820512820513,Synthetic,5
NICO,rabanser,autumn,autumn,1.0,0.7564102564102564,0.8782051282051282,Temporal,5
Polyp,rabanser,EtisLaribDB,EtisLaribDB,0.3333333333333333,0.6666666666666667,0.5,Unbiased,0
Polyp,rabanser,EtisLaribDB,EtisLaribDB,0.3333333333333333,0.8333333333333334,0.5833333333333334,Synthetic,0
Polyp,rabanser,EtisLaribDB,EtisLaribDB,0.3333333333333333,1.0,0.6666666666666666,Temporal,0
Polyp,rabanser,EtisLaribDB,CVC-ClinicDB,0.0,0.6666666666666667,0.33333333333333337,Unbiased,0
Polyp,rabanser,EtisLaribDB,CVC-ClinicDB,0.0,0.8333333333333334,0.4166666666666667,Synthetic,0
Polyp,rabanser,EtisLaribDB,CVC-ClinicDB,0.0,1.0,0.5,Temporal,0
Polyp,rabanser,EtisLaribDB,EndoCV2020,0.047619047619047616,0.6666666666666667,0.3571428571428572,Unbiased,0
Polyp,rabanser,EtisLaribDB,EndoCV2020,0.047619047619047616,0.8333333333333334,0.44047619047619047,Synthetic,0
Polyp,rabanser,EtisLaribDB,EndoCV2020,0.047619047619047616,1.0,0.5238095238095238,Temporal,0
Polyp,rabanser,CVC-ClinicDB,EtisLaribDB,0.6388888888888888,0.33333333333333337,0.4861111111111111,Unbiased,0
Polyp,rabanser,CVC-ClinicDB,EtisLaribDB,0.6388888888888888,0.16666666666666663,0.40277777777777773,Synthetic,0
Polyp,rabanser,CVC-ClinicDB,EtisLaribDB,0.6388888888888888,0.0,0.3194444444444444,Temporal,0
Polyp,rabanser,CVC-ClinicDB,CVC-ClinicDB,1.0,0.33333333333333337,0.6666666666666667,Unbiased,0
Polyp,rabanser,CVC-ClinicDB,CVC-ClinicDB,1.0,0.16666666666666663,0.5833333333333333,Synthetic,0
Polyp,rabanser,CVC-ClinicDB,CVC-ClinicDB,1.0,0.0,0.5,Temporal,0
Polyp,rabanser,CVC-ClinicDB,EndoCV2020,0.9523809523809523,0.33333333333333337,0.6428571428571428,Unbiased,0
Polyp,rabanser,CVC-ClinicDB,EndoCV2020,0.9523809523809523,0.16666666666666663,0.5595238095238095,Synthetic,0
Polyp,rabanser,CVC-ClinicDB,EndoCV2020,0.9523809523809523,0.0,0.47619047619047616,Temporal,0
Polyp,rabanser,EndoCV2020,EtisLaribDB,0.6388888888888888,0.33333333333333337,0.4861111111111111,Unbiased,0
Polyp,rabanser,EndoCV2020,EtisLaribDB,0.6388888888888888,0.16666666666666663,0.40277777777777773,Synthetic,0
Polyp,rabanser,EndoCV2020,EtisLaribDB,0.6388888888888888,0.0,0.3194444444444444,Temporal,0
Polyp,rabanser,EndoCV2020,CVC-ClinicDB,1.0,0.33333333333333337,0.6666666666666667,Unbiased,0
Polyp,rabanser,EndoCV2020,CVC-ClinicDB,1.0,0.16666666666666663,0.5833333333333333,Synthetic,0
Polyp,rabanser,EndoCV2020,CVC-ClinicDB,1.0,0.0,0.5,Temporal,0
Polyp,rabanser,EndoCV2020,EndoCV2020,0.9523809523809523,0.33333333333333337,0.6428571428571428,Unbiased,0
Polyp,rabanser,EndoCV2020,EndoCV2020,0.9523809523809523,0.16666666666666663,0.5595238095238095,Synthetic,0
Polyp,rabanser,EndoCV2020,EndoCV2020,0.9523809523809523,0.0,0.47619047619047616,Temporal,0
Polyp,rabanser,EtisLaribDB,EtisLaribDB,1.0,1.0,1.0,Unbiased,5
Polyp,rabanser,EtisLaribDB,EtisLaribDB,1.0,1.0,1.0,Synthetic,5
Polyp,rabanser,EtisLaribDB,EtisLaribDB,1.0,1.0,1.0,Temporal,5
Polyp,rabanser,EtisLaribDB,CVC-ClinicDB,1.0,1.0,1.0,Unbiased,5
Polyp,rabanser,EtisLaribDB,CVC-ClinicDB,1.0,1.0,1.0,Synthetic,5
Polyp,rabanser,EtisLaribDB,CVC-ClinicDB,1.0,1.0,1.0,Temporal,5
Polyp,rabanser,EtisLaribDB,EndoCV2020,0.09523809523809523,1.0,0.5476190476190477,Unbiased,5
Polyp,rabanser,EtisLaribDB,EndoCV2020,0.09523809523809523,1.0,0.5476190476190477,Synthetic,5
Polyp,rabanser,EtisLaribDB,EndoCV2020,0.09523809523809523,1.0,0.5476190476190477,Temporal,5
Polyp,rabanser,CVC-ClinicDB,EtisLaribDB,1.0,1.0,1.0,Unbiased,5
Polyp,rabanser,CVC-ClinicDB,EtisLaribDB,1.0,1.0,1.0,Synthetic,5
Polyp,rabanser,CVC-ClinicDB,EtisLaribDB,1.0,1.0,1.0,Temporal,5
Polyp,rabanser,CVC-ClinicDB,CVC-ClinicDB,1.0,1.0,1.0,Unbiased,5
Polyp,rabanser,CVC-ClinicDB,CVC-ClinicDB,1.0,1.0,1.0,Synthetic,5
Polyp,rabanser,CVC-ClinicDB,CVC-ClinicDB,1.0,1.0,1.0,Temporal,5
Polyp,rabanser,CVC-ClinicDB,EndoCV2020,0.09523809523809523,1.0,0.5476190476190477,Unbiased,5
Polyp,rabanser,CVC-ClinicDB,EndoCV2020,0.09523809523809523,1.0,0.5476190476190477,Synthetic,5
Polyp,rabanser,CVC-ClinicDB,EndoCV2020,0.09523809523809523,1.0,0.5476190476190477,Temporal,5
Polyp,rabanser,EndoCV2020,EtisLaribDB,1.0,1.0,1.0,Unbiased,5
Polyp,rabanser,EndoCV2020,EtisLaribDB,1.0,0.8333333333333334,0.9166666666666667,Synthetic,5
Polyp,rabanser,EndoCV2020,EtisLaribDB,1.0,1.0,1.0,Temporal,5
Polyp,rabanser,EndoCV2020,CVC-ClinicDB,1.0,1.0,1.0,Unbiased,5
Polyp,rabanser,EndoCV2020,CVC-ClinicDB,1.0,0.8333333333333334,0.9166666666666667,Synthetic,5
Polyp,rabanser,EndoCV2020,CVC-ClinicDB,1.0,1.0,1.0,Temporal,5
Polyp,rabanser,EndoCV2020,EndoCV2020,0.8571428571428571,1.0,0.9285714285714286,Unbiased,5
Polyp,rabanser,EndoCV2020,EndoCV2020,0.8571428571428571,0.8333333333333334,0.8452380952380952,Synthetic,5
Polyp,rabanser,EndoCV2020,EndoCV2020,0.8571428571428571,1.0,0.9285714285714286,Temporal,5
