level_0,index,Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Shift,TPR,InD Shift,TNR,balanced_accuracy
909,909,NICO,Entropy,val_optimal,True,False,smear,0.5689090909090909,ind_val,0.901,0.7349545454545454
910,910,NICO,Entropy,val_optimal,True,False,water,0.9090909090909091,ind_test,0.8825833333333334,0.8958371212121212
911,911,NICO,Entropy,val_optimal,True,False,water,0.9090909090909091,ind_val,0.901,0.9050454545454545
912,912,NICO,Entropy,val_optimal,True,True,autumn,0.9090909090909091,ind_test,0.8725,0.8907954545454546
913,913,NICO,Entropy,val_optimal,True,True,autumn,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
914,914,NICO,Entropy,val_optimal,True,True,brightness,0.6702727272727272,ind_test,0.8725,0.7713863636363636
915,915,NICO,Entropy,val_optimal,True,True,brightness,0.6702727272727272,ind_val,0.8929166666666667,0.781594696969697
916,916,NICO,Entropy,val_optimal,True,True,contrast,0.9693636363636363,ind_test,0.8725,0.9209318181818182
917,917,NICO,Entropy,val_optimal,True,True,contrast,0.9693636363636363,ind_val,0.8929166666666667,0.9311401515151515
918,918,NICO,Entropy,val_optimal,True,True,grass,0.9090909090909091,ind_test,0.8725,0.8907954545454546
919,919,NICO,Entropy,val_optimal,True,True,grass,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
920,920,NICO,Entropy,val_optimal,True,True,hue,0.9087272727272727,ind_test,0.8725,0.8906136363636363
921,921,NICO,Entropy,val_optimal,True,True,hue,0.9087272727272727,ind_val,0.8929166666666667,0.9008219696969697
922,922,NICO,Entropy,val_optimal,True,True,multnoise,0.9090909090909091,ind_test,0.8725,0.8907954545454546
923,923,NICO,Entropy,val_optimal,True,True,multnoise,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
924,924,NICO,Entropy,val_optimal,True,True,noise,0.9090909090909091,ind_test,0.8725,0.8907954545454546
925,925,NICO,Entropy,val_optimal,True,True,noise,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
926,926,NICO,Entropy,val_optimal,True,True,outdoor,0.9090909090909091,ind_test,0.8725,0.8907954545454546
927,927,NICO,Entropy,val_optimal,True,True,outdoor,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
928,928,NICO,Entropy,val_optimal,True,True,rock,0.9090909090909091,ind_test,0.8725,0.8907954545454546
929,929,NICO,Entropy,val_optimal,True,True,rock,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
930,930,NICO,Entropy,val_optimal,True,True,saltpepper,0.8626363636363636,ind_test,0.8725,0.8675681818181818
931,931,NICO,Entropy,val_optimal,True,True,saltpepper,0.8626363636363636,ind_val,0.8929166666666667,0.8777765151515151
932,932,NICO,Entropy,val_optimal,True,True,smear,0.42209090909090907,ind_test,0.8725,0.6472954545454546
933,933,NICO,Entropy,val_optimal,True,True,smear,0.42209090909090907,ind_val,0.8929166666666667,0.6575037878787879
934,934,NICO,Entropy,val_optimal,True,True,water,0.9090909090909091,ind_test,0.8725,0.8907954545454546
935,935,NICO,Entropy,val_optimal,True,True,water,0.9090909090909091,ind_val,0.8929166666666667,0.9010037878787879
936,936,NICO,GradNorm,ind_span,False,False,autumn,1.0,ind_test,0.991,0.9955
937,937,NICO,GradNorm,ind_span,False,False,autumn,1.0,ind_val,0.98,0.99
938,938,NICO,GradNorm,ind_span,False,False,brightness,0.074,ind_test,0.991,0.5325
939,939,NICO,GradNorm,ind_span,False,False,brightness,0.074,ind_val,0.98,0.527
940,940,NICO,GradNorm,ind_span,False,False,contrast,0.025,ind_test,0.991,0.508
941,941,NICO,GradNorm,ind_span,False,False,contrast,0.025,ind_val,0.98,0.5025
942,942,NICO,GradNorm,ind_span,False,False,grass,1.0,ind_test,0.991,0.9955
943,943,NICO,GradNorm,ind_span,False,False,grass,1.0,ind_val,0.98,0.99
944,944,NICO,GradNorm,ind_span,False,False,hue,0.994,ind_test,0.991,0.9924999999999999
945,945,NICO,GradNorm,ind_span,False,False,hue,0.994,ind_val,0.98,0.987
946,946,NICO,GradNorm,ind_span,False,False,multnoise,1.0,ind_test,0.991,0.9955
947,947,NICO,GradNorm,ind_span,False,False,multnoise,1.0,ind_val,0.98,0.99
948,948,NICO,GradNorm,ind_span,False,False,noise,1.0,ind_test,0.991,0.9955
949,949,NICO,GradNorm,ind_span,False,False,noise,1.0,ind_val,0.98,0.99
950,950,NICO,GradNorm,ind_span,False,False,outdoor,1.0,ind_test,0.991,0.9955
951,951,NICO,GradNorm,ind_span,False,False,outdoor,1.0,ind_val,0.98,0.99
952,952,NICO,GradNorm,ind_span,False,False,rock,1.0,ind_test,0.991,0.9955
953,953,NICO,GradNorm,ind_span,False,False,rock,1.0,ind_val,0.98,0.99
954,954,NICO,GradNorm,ind_span,False,False,saltpepper,1.0,ind_test,0.991,0.9955
955,955,NICO,GradNorm,ind_span,False,False,saltpepper,1.0,ind_val,0.98,0.99
956,956,NICO,GradNorm,ind_span,False,False,smear,0.029,ind_test,0.991,0.51
957,957,NICO,GradNorm,ind_span,False,False,smear,0.029,ind_val,0.98,0.5045
958,958,NICO,GradNorm,ind_span,False,False,water,1.0,ind_test,0.991,0.9955
959,959,NICO,GradNorm,ind_span,False,False,water,1.0,ind_val,0.98,0.99
960,960,NICO,GradNorm,ind_span,True,False,autumn,1.0,ind_test,0.936,0.968
961,961,NICO,GradNorm,ind_span,True,False,autumn,1.0,ind_val,0.934,0.9670000000000001
962,962,NICO,GradNorm,ind_span,True,False,brightness,0.833,ind_test,0.936,0.8845000000000001
963,963,NICO,GradNorm,ind_span,True,False,brightness,0.833,ind_val,0.934,0.8835
964,964,NICO,GradNorm,ind_span,True,False,contrast,0.942,ind_test,0.936,0.9390000000000001
965,965,NICO,GradNorm,ind_span,True,False,contrast,0.942,ind_val,0.934,0.938
966,966,NICO,GradNorm,ind_span,True,False,grass,1.0,ind_test,0.936,0.968
967,967,NICO,GradNorm,ind_span,True,False,grass,1.0,ind_val,0.934,0.9670000000000001
968,968,NICO,GradNorm,ind_span,True,False,hue,0.994,ind_test,0.936,0.9650000000000001
969,969,NICO,GradNorm,ind_span,True,False,hue,0.994,ind_val,0.934,0.964
970,970,NICO,GradNorm,ind_span,True,False,multnoise,1.0,ind_test,0.936,0.968
971,971,NICO,GradNorm,ind_span,True,False,multnoise,1.0,ind_val,0.934,0.9670000000000001
972,972,NICO,GradNorm,ind_span,True,False,noise,1.0,ind_test,0.936,0.968
973,973,NICO,GradNorm,ind_span,True,False,noise,1.0,ind_val,0.934,0.9670000000000001
974,974,NICO,GradNorm,ind_span,True,False,outdoor,1.0,ind_test,0.936,0.968
975,975,NICO,GradNorm,ind_span,True,False,outdoor,1.0,ind_val,0.934,0.9670000000000001
976,976,NICO,GradNorm,ind_span,True,False,rock,1.0,ind_test,0.936,0.968
977,977,NICO,GradNorm,ind_span,True,False,rock,1.0,ind_val,0.934,0.9670000000000001
978,978,NICO,GradNorm,ind_span,True,False,saltpepper,1.0,ind_test,0.936,0.968
979,979,NICO,GradNorm,ind_span,True,False,saltpepper,1.0,ind_val,0.934,0.9670000000000001
980,980,NICO,GradNorm,ind_span,True,False,smear,0.895,ind_test,0.936,0.9155
981,981,NICO,GradNorm,ind_span,True,False,smear,0.895,ind_val,0.934,0.9145000000000001
982,982,NICO,GradNorm,ind_span,True,False,water,1.0,ind_test,0.936,0.968
983,983,NICO,GradNorm,ind_span,True,False,water,1.0,ind_val,0.934,0.9670000000000001
984,984,NICO,GradNorm,ind_span,True,True,autumn,1.0,ind_test,0.9344166666666667,0.9672083333333333
985,985,NICO,GradNorm,ind_span,True,True,autumn,1.0,ind_val,0.93175,0.965875
986,986,NICO,GradNorm,ind_span,True,True,brightness,0.8330909090909091,ind_test,0.9344166666666667,0.8837537878787879
987,987,NICO,GradNorm,ind_span,True,True,brightness,0.8330909090909091,ind_val,0.93175,0.8824204545454546
988,988,NICO,GradNorm,ind_span,True,True,contrast,0.9403636363636364,ind_test,0.9344166666666667,0.9373901515151515
989,989,NICO,GradNorm,ind_span,True,True,contrast,0.9403636363636364,ind_val,0.93175,0.9360568181818182
990,990,NICO,GradNorm,ind_span,True,True,grass,1.0,ind_test,0.9344166666666667,0.9672083333333333
991,991,NICO,GradNorm,ind_span,True,True,grass,1.0,ind_val,0.93175,0.965875
992,992,NICO,GradNorm,ind_span,True,True,hue,0.994,ind_test,0.9344166666666667,0.9642083333333333
993,993,NICO,GradNorm,ind_span,True,True,hue,0.994,ind_val,0.93175,0.9628749999999999
994,994,NICO,GradNorm,ind_span,True,True,multnoise,1.0,ind_test,0.9344166666666667,0.9672083333333333
995,995,NICO,GradNorm,ind_span,True,True,multnoise,1.0,ind_val,0.93175,0.965875
996,996,NICO,GradNorm,ind_span,True,True,noise,1.0,ind_test,0.9344166666666667,0.9672083333333333
997,997,NICO,GradNorm,ind_span,True,True,noise,1.0,ind_val,0.93175,0.965875
998,998,NICO,GradNorm,ind_span,True,True,outdoor,1.0,ind_test,0.9344166666666667,0.9672083333333333
999,999,NICO,GradNorm,ind_span,True,True,outdoor,1.0,ind_val,0.93175,0.965875
1000,1000,NICO,GradNorm,ind_span,True,True,rock,1.0,ind_test,0.9344166666666667,0.9672083333333333
1001,1001,NICO,GradNorm,ind_span,True,True,rock,1.0,ind_val,0.93175,0.965875
1002,1002,NICO,GradNorm,ind_span,True,True,saltpepper,1.0,ind_test,0.9344166666666667,0.9672083333333333
1003,1003,NICO,GradNorm,ind_span,True,True,saltpepper,1.0,ind_val,0.93175,0.965875
1004,1004,NICO,GradNorm,ind_span,True,True,smear,0.8908181818181818,ind_test,0.9344166666666667,0.9126174242424243
1005,1005,NICO,GradNorm,ind_span,True,True,smear,0.8908181818181818,ind_val,0.93175,0.9112840909090909
1006,1006,NICO,GradNorm,ind_span,True,True,water,1.0,ind_test,0.9344166666666667,0.9672083333333333
1007,1007,NICO,GradNorm,ind_span,True,True,water,1.0,ind_val,0.93175,0.965875
1008,1008,NICO,GradNorm,val_optimal,False,False,autumn,0.8180909090909091,ind_test,0.8773333333333333,0.8477121212121213
1009,1009,NICO,GradNorm,val_optimal,False,False,autumn,0.8180909090909091,ind_val,0.8796666666666667,0.8488787878787879
1010,1010,NICO,GradNorm,val_optimal,False,False,brightness,0.09363636363636364,ind_test,0.8773333333333333,0.48548484848484846
1011,1011,NICO,GradNorm,val_optimal,False,False,brightness,0.09363636363636364,ind_val,0.8796666666666667,0.48665151515151517
1012,1012,NICO,GradNorm,val_optimal,False,False,contrast,0.07954545454545454,ind_test,0.8773333333333333,0.47843939393939394
1013,1013,NICO,GradNorm,val_optimal,False,False,contrast,0.07954545454545454,ind_val,0.8796666666666667,0.47960606060606065
1014,1014,NICO,GradNorm,val_optimal,False,False,grass,0.8181818181818182,ind_test,0.8773333333333333,0.8477575757575757
1015,1015,NICO,GradNorm,val_optimal,False,False,grass,0.8181818181818182,ind_val,0.8796666666666667,0.8489242424242425
1016,1016,NICO,GradNorm,val_optimal,False,False,hue,0.605909090909091,ind_test,0.8773333333333333,0.7416212121212121
1017,1017,NICO,GradNorm,val_optimal,False,False,hue,0.605909090909091,ind_val,0.8796666666666667,0.7427878787878788
1018,1018,NICO,GradNorm,val_optimal,False,False,multnoise,0.8181818181818182,ind_test,0.8773333333333333,0.8477575757575757
1019,1019,NICO,GradNorm,val_optimal,False,False,multnoise,0.8181818181818182,ind_val,0.8796666666666667,0.8489242424242425
1020,1020,NICO,GradNorm,val_optimal,False,False,noise,0.8181818181818182,ind_test,0.8773333333333333,0.8477575757575757
1021,1021,NICO,GradNorm,val_optimal,False,False,noise,0.8181818181818182,ind_val,0.8796666666666667,0.8489242424242425
1022,1022,NICO,GradNorm,val_optimal,False,False,outdoor,0.8181818181818182,ind_test,0.8773333333333333,0.8477575757575757
1023,1023,NICO,GradNorm,val_optimal,False,False,outdoor,0.8181818181818182,ind_val,0.8796666666666667,0.8489242424242425
1024,1024,NICO,GradNorm,val_optimal,False,False,rock,0.8177272727272727,ind_test,0.8773333333333333,0.847530303030303
1025,1025,NICO,GradNorm,val_optimal,False,False,rock,0.8177272727272727,ind_val,0.8796666666666667,0.8486969696969697
1026,1026,NICO,GradNorm,val_optimal,False,False,saltpepper,0.8181818181818182,ind_test,0.8773333333333333,0.8477575757575757
1027,1027,NICO,GradNorm,val_optimal,False,False,saltpepper,0.8181818181818182,ind_val,0.8796666666666667,0.8489242424242425
1028,1028,NICO,GradNorm,val_optimal,False,False,smear,0.057272727272727274,ind_test,0.8773333333333333,0.4673030303030303
1029,1029,NICO,GradNorm,val_optimal,False,False,smear,0.057272727272727274,ind_val,0.8796666666666667,0.468469696969697
1030,1030,NICO,GradNorm,val_optimal,False,False,water,0.8175454545454546,ind_test,0.8773333333333333,0.8474393939393939
1031,1031,NICO,GradNorm,val_optimal,False,False,water,0.8175454545454546,ind_val,0.8796666666666667,0.8486060606060606
1032,1032,NICO,GradNorm,val_optimal,True,False,autumn,0.8180909090909091,ind_test,0.8348333333333333,0.8264621212121213
1033,1033,NICO,GradNorm,val_optimal,True,False,autumn,0.8180909090909091,ind_val,0.8428333333333333,0.8304621212121213
1034,1034,NICO,GradNorm,val_optimal,True,False,brightness,0.8211818181818182,ind_test,0.8348333333333333,0.8280075757575758
1035,1035,NICO,GradNorm,val_optimal,True,False,brightness,0.8211818181818182,ind_val,0.8428333333333333,0.8320075757575758
1036,1036,NICO,GradNorm,val_optimal,True,False,contrast,0.8909090909090909,ind_test,0.8348333333333333,0.8628712121212121
1037,1037,NICO,GradNorm,val_optimal,True,False,contrast,0.8909090909090909,ind_val,0.8428333333333333,0.8668712121212121
1038,1038,NICO,GradNorm,val_optimal,True,False,grass,0.8181818181818182,ind_test,0.8348333333333333,0.8265075757575757
1039,1039,NICO,GradNorm,val_optimal,True,False,grass,0.8181818181818182,ind_val,0.8428333333333333,0.8305075757575757
1040,1040,NICO,GradNorm,val_optimal,True,False,hue,0.605909090909091,ind_test,0.8348333333333333,0.7203712121212121
1041,1041,NICO,GradNorm,val_optimal,True,False,hue,0.605909090909091,ind_val,0.8428333333333333,0.7243712121212121
1042,1042,NICO,GradNorm,val_optimal,True,False,multnoise,0.8181818181818182,ind_test,0.8348333333333333,0.8265075757575757
1043,1043,NICO,GradNorm,val_optimal,True,False,multnoise,0.8181818181818182,ind_val,0.8428333333333333,0.8305075757575757
1044,1044,NICO,GradNorm,val_optimal,True,False,noise,0.8181818181818182,ind_test,0.8348333333333333,0.8265075757575757
1045,1045,NICO,GradNorm,val_optimal,True,False,noise,0.8181818181818182,ind_val,0.8428333333333333,0.8305075757575757
1046,1046,NICO,GradNorm,val_optimal,True,False,outdoor,0.8181818181818182,ind_test,0.8348333333333333,0.8265075757575757
1047,1047,NICO,GradNorm,val_optimal,True,False,outdoor,0.8181818181818182,ind_val,0.8428333333333333,0.8305075757575757
1048,1048,NICO,GradNorm,val_optimal,True,False,rock,0.8177272727272727,ind_test,0.8348333333333333,0.826280303030303
1049,1049,NICO,GradNorm,val_optimal,True,False,rock,0.8177272727272727,ind_val,0.8428333333333333,0.830280303030303
1050,1050,NICO,GradNorm,val_optimal,True,False,saltpepper,0.8181818181818182,ind_test,0.8348333333333333,0.8265075757575757
1051,1051,NICO,GradNorm,val_optimal,True,False,saltpepper,0.8181818181818182,ind_val,0.8428333333333333,0.8305075757575757
1052,1052,NICO,GradNorm,val_optimal,True,False,smear,0.8727272727272727,ind_test,0.8348333333333333,0.8537803030303031
1053,1053,NICO,GradNorm,val_optimal,True,False,smear,0.8727272727272727,ind_val,0.8428333333333333,0.8577803030303031
1054,1054,NICO,GradNorm,val_optimal,True,False,water,0.8175454545454546,ind_test,0.8348333333333333,0.826189393939394
1055,1055,NICO,GradNorm,val_optimal,True,False,water,0.8175454545454546,ind_val,0.8428333333333333,0.830189393939394
1056,1056,NICO,GradNorm,val_optimal,True,True,autumn,0.7272727272727273,ind_test,0.839,0.7831363636363636
1057,1057,NICO,GradNorm,val_optimal,True,True,autumn,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1058,1058,NICO,GradNorm,val_optimal,True,True,brightness,0.7868181818181819,ind_test,0.839,0.8129090909090909
1059,1059,NICO,GradNorm,val_optimal,True,True,brightness,0.7868181818181819,ind_val,0.8568333333333333,0.8218257575757576
1060,1060,NICO,GradNorm,val_optimal,True,True,contrast,0.8873636363636364,ind_test,0.839,0.8631818181818182
1061,1061,NICO,GradNorm,val_optimal,True,True,contrast,0.8873636363636364,ind_val,0.8568333333333333,0.8720984848484848
1062,1062,NICO,GradNorm,val_optimal,True,True,grass,0.7272727272727273,ind_test,0.839,0.7831363636363636
1063,1063,NICO,GradNorm,val_optimal,True,True,grass,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1064,1064,NICO,GradNorm,val_optimal,True,True,hue,0.6848181818181818,ind_test,0.839,0.7619090909090909
1065,1065,NICO,GradNorm,val_optimal,True,True,hue,0.6848181818181818,ind_val,0.8568333333333333,0.7708257575757576
1066,1066,NICO,GradNorm,val_optimal,True,True,multnoise,0.7272727272727273,ind_test,0.839,0.7831363636363636
1067,1067,NICO,GradNorm,val_optimal,True,True,multnoise,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1068,1068,NICO,GradNorm,val_optimal,True,True,noise,0.7272727272727273,ind_test,0.839,0.7831363636363636
1069,1069,NICO,GradNorm,val_optimal,True,True,noise,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1070,1070,NICO,GradNorm,val_optimal,True,True,outdoor,0.7272727272727273,ind_test,0.839,0.7831363636363636
1071,1071,NICO,GradNorm,val_optimal,True,True,outdoor,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1072,1072,NICO,GradNorm,val_optimal,True,True,rock,0.7272727272727273,ind_test,0.839,0.7831363636363636
1073,1073,NICO,GradNorm,val_optimal,True,True,rock,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1074,1074,NICO,GradNorm,val_optimal,True,True,saltpepper,0.7272727272727273,ind_test,0.839,0.7831363636363636
1075,1075,NICO,GradNorm,val_optimal,True,True,saltpepper,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1076,1076,NICO,GradNorm,val_optimal,True,True,smear,0.8726363636363637,ind_test,0.839,0.8558181818181818
1077,1077,NICO,GradNorm,val_optimal,True,True,smear,0.8726363636363637,ind_val,0.8568333333333333,0.8647348484848485
1078,1078,NICO,GradNorm,val_optimal,True,True,water,0.7272727272727273,ind_test,0.839,0.7831363636363636
1079,1079,NICO,GradNorm,val_optimal,True,True,water,0.7272727272727273,ind_val,0.8568333333333333,0.7920530303030303
1080,1080,NICO,Softmax,ind_span,False,False,autumn,1.0,ind_test,0.978,0.989
1081,1081,NICO,Softmax,ind_span,False,False,autumn,1.0,ind_val,0.98,0.99
1082,1082,NICO,Softmax,ind_span,False,False,brightness,0.055,ind_test,0.978,0.5165
1083,1083,NICO,Softmax,ind_span,False,False,brightness,0.055,ind_val,0.98,0.5175
1084,1084,NICO,Softmax,ind_span,False,False,contrast,0.027,ind_test,0.978,0.5025
1085,1085,NICO,Softmax,ind_span,False,False,contrast,0.027,ind_val,0.98,0.5035
1086,1086,NICO,Softmax,ind_span,False,False,grass,1.0,ind_test,0.978,0.989
1087,1087,NICO,Softmax,ind_span,False,False,grass,1.0,ind_val,0.98,0.99
1088,1088,NICO,Softmax,ind_span,False,False,hue,1.0,ind_test,0.978,0.989
1089,1089,NICO,Softmax,ind_span,False,False,hue,1.0,ind_val,0.98,0.99
1090,1090,NICO,Softmax,ind_span,False,False,multnoise,1.0,ind_test,0.978,0.989
1091,1091,NICO,Softmax,ind_span,False,False,multnoise,1.0,ind_val,0.98,0.99
1092,1092,NICO,Softmax,ind_span,False,False,noise,1.0,ind_test,0.978,0.989
1093,1093,NICO,Softmax,ind_span,False,False,noise,1.0,ind_val,0.98,0.99
1094,1094,NICO,Softmax,ind_span,False,False,outdoor,1.0,ind_test,0.978,0.989
1095,1095,NICO,Softmax,ind_span,False,False,outdoor,1.0,ind_val,0.98,0.99
1096,1096,NICO,Softmax,ind_span,False,False,rock,1.0,ind_test,0.978,0.989
1097,1097,NICO,Softmax,ind_span,False,False,rock,1.0,ind_val,0.98,0.99
1098,1098,NICO,Softmax,ind_span,False,False,saltpepper,1.0,ind_test,0.978,0.989
1099,1099,NICO,Softmax,ind_span,False,False,saltpepper,1.0,ind_val,0.98,0.99
1100,1100,NICO,Softmax,ind_span,False,False,smear,0.037,ind_test,0.978,0.5075
1101,1101,NICO,Softmax,ind_span,False,False,smear,0.037,ind_val,0.98,0.5085
1102,1102,NICO,Softmax,ind_span,False,False,water,1.0,ind_test,0.978,0.989
1103,1103,NICO,Softmax,ind_span,False,False,water,1.0,ind_val,0.98,0.99
1104,1104,NICO,Softmax,ind_span,True,False,autumn,1.0,ind_test,0.895,0.9475
1105,1105,NICO,Softmax,ind_span,True,False,autumn,1.0,ind_val,0.932,0.966
1106,1106,NICO,Softmax,ind_span,True,False,brightness,0.828,ind_test,0.895,0.8614999999999999
1107,1107,NICO,Softmax,ind_span,True,False,brightness,0.828,ind_val,0.932,0.88
1108,1108,NICO,Softmax,ind_span,True,False,contrast,0.943,ind_test,0.895,0.919
1109,1109,NICO,Softmax,ind_span,True,False,contrast,0.943,ind_val,0.932,0.9375
1110,1110,NICO,Softmax,ind_span,True,False,grass,1.0,ind_test,0.895,0.9475
1111,1111,NICO,Softmax,ind_span,True,False,grass,1.0,ind_val,0.932,0.966
1112,1112,NICO,Softmax,ind_span,True,False,hue,1.0,ind_test,0.895,0.9475
1113,1113,NICO,Softmax,ind_span,True,False,hue,1.0,ind_val,0.932,0.966
1114,1114,NICO,Softmax,ind_span,True,False,multnoise,1.0,ind_test,0.895,0.9475
1115,1115,NICO,Softmax,ind_span,True,False,multnoise,1.0,ind_val,0.932,0.966
1116,1116,NICO,Softmax,ind_span,True,False,noise,1.0,ind_test,0.895,0.9475
1117,1117,NICO,Softmax,ind_span,True,False,noise,1.0,ind_val,0.932,0.966
1118,1118,NICO,Softmax,ind_span,True,False,outdoor,1.0,ind_test,0.895,0.9475
1119,1119,NICO,Softmax,ind_span,True,False,outdoor,1.0,ind_val,0.932,0.966
1120,1120,NICO,Softmax,ind_span,True,False,rock,1.0,ind_test,0.895,0.9475
1121,1121,NICO,Softmax,ind_span,True,False,rock,1.0,ind_val,0.932,0.966
1122,1122,NICO,Softmax,ind_span,True,False,saltpepper,1.0,ind_test,0.895,0.9475
1123,1123,NICO,Softmax,ind_span,True,False,saltpepper,1.0,ind_val,0.932,0.966
1124,1124,NICO,Softmax,ind_span,True,False,smear,0.877,ind_test,0.895,0.886
1125,1125,NICO,Softmax,ind_span,True,False,smear,0.877,ind_val,0.932,0.9045000000000001
1126,1126,NICO,Softmax,ind_span,True,False,water,1.0,ind_test,0.895,0.9475
1127,1127,NICO,Softmax,ind_span,True,False,water,1.0,ind_val,0.932,0.966
1128,1128,NICO,Softmax,ind_span,True,True,autumn,1.0,ind_test,0.8950833333333333,0.9475416666666667
1129,1129,NICO,Softmax,ind_span,True,True,autumn,1.0,ind_val,0.9316666666666666,0.9658333333333333
1130,1130,NICO,Softmax,ind_span,True,True,brightness,0.8306363636363636,ind_test,0.8950833333333333,0.8628598484848484
1131,1131,NICO,Softmax,ind_span,True,True,brightness,0.8306363636363636,ind_val,0.9316666666666666,0.8811515151515151
1132,1132,NICO,Softmax,ind_span,True,True,contrast,0.9414545454545454,ind_test,0.8950833333333333,0.9182689393939394
1133,1133,NICO,Softmax,ind_span,True,True,contrast,0.9414545454545454,ind_val,0.9316666666666666,0.936560606060606
1134,1134,NICO,Softmax,ind_span,True,True,grass,1.0,ind_test,0.8950833333333333,0.9475416666666667
1135,1135,NICO,Softmax,ind_span,True,True,grass,1.0,ind_val,0.9316666666666666,0.9658333333333333
1136,1136,NICO,Softmax,ind_span,True,True,hue,0.9998181818181818,ind_test,0.8950833333333333,0.9474507575757576
1137,1137,NICO,Softmax,ind_span,True,True,hue,0.9998181818181818,ind_val,0.9316666666666666,0.9657424242424242
1138,1138,NICO,Softmax,ind_span,True,True,multnoise,1.0,ind_test,0.8950833333333333,0.9475416666666667
1139,1139,NICO,Softmax,ind_span,True,True,multnoise,1.0,ind_val,0.9316666666666666,0.9658333333333333
1140,1140,NICO,Softmax,ind_span,True,True,noise,1.0,ind_test,0.8950833333333333,0.9475416666666667
1141,1141,NICO,Softmax,ind_span,True,True,noise,1.0,ind_val,0.9316666666666666,0.9658333333333333
1142,1142,NICO,Softmax,ind_span,True,True,outdoor,1.0,ind_test,0.8950833333333333,0.9475416666666667
1143,1143,NICO,Softmax,ind_span,True,True,outdoor,1.0,ind_val,0.9316666666666666,0.9658333333333333
1144,1144,NICO,Softmax,ind_span,True,True,rock,1.0,ind_test,0.8950833333333333,0.9475416666666667
1145,1145,NICO,Softmax,ind_span,True,True,rock,1.0,ind_val,0.9316666666666666,0.9658333333333333
1146,1146,NICO,Softmax,ind_span,True,True,saltpepper,1.0,ind_test,0.8950833333333333,0.9475416666666667
1147,1147,NICO,Softmax,ind_span,True,True,saltpepper,1.0,ind_val,0.9316666666666666,0.9658333333333333
1148,1148,NICO,Softmax,ind_span,True,True,smear,0.8806363636363637,ind_test,0.8950833333333333,0.8878598484848486
1149,1149,NICO,Softmax,ind_span,True,True,smear,0.8806363636363637,ind_val,0.9316666666666666,0.9061515151515152
1150,1150,NICO,Softmax,ind_span,True,True,water,1.0,ind_test,0.8950833333333333,0.9475416666666667
1151,1151,NICO,Softmax,ind_span,True,True,water,1.0,ind_val,0.9316666666666666,0.9658333333333333
1152,1152,NICO,Softmax,val_optimal,False,False,autumn,0.9983636363636363,ind_test,0.8929166666666667,0.9456401515151516
1153,1153,NICO,Softmax,val_optimal,False,False,autumn,0.9983636363636363,ind_val,0.9046666666666666,0.9515151515151514
1154,1154,NICO,Softmax,val_optimal,False,False,brightness,0.11763636363636364,ind_test,0.8929166666666667,0.5052765151515152
1155,1155,NICO,Softmax,val_optimal,False,False,brightness,0.11763636363636364,ind_val,0.9046666666666666,0.5111515151515151
1156,1156,NICO,Softmax,val_optimal,False,False,contrast,0.0669090909090909,ind_test,0.8929166666666667,0.4799128787878788
1157,1157,NICO,Softmax,val_optimal,False,False,contrast,0.0669090909090909,ind_val,0.9046666666666666,0.48578787878787877
1158,1158,NICO,Softmax,val_optimal,False,False,grass,0.9936363636363637,ind_test,0.8929166666666667,0.9432765151515152
1159,1159,NICO,Softmax,val_optimal,False,False,grass,0.9936363636363637,ind_val,0.9046666666666666,0.9491515151515151
1160,1160,NICO,Softmax,val_optimal,False,False,hue,0.5126363636363637,ind_test,0.8929166666666667,0.7027765151515152
1161,1161,NICO,Softmax,val_optimal,False,False,hue,0.5126363636363637,ind_val,0.9046666666666666,0.7086515151515151
1162,1162,NICO,Softmax,val_optimal,False,False,multnoise,0.9873636363636363,ind_test,0.8929166666666667,0.9401401515151515
1163,1163,NICO,Softmax,val_optimal,False,False,multnoise,0.9873636363636363,ind_val,0.9046666666666666,0.9460151515151515
1164,1164,NICO,Softmax,val_optimal,False,False,noise,0.984909090909091,ind_test,0.8929166666666667,0.9389128787878789
1165,1165,NICO,Softmax,val_optimal,False,False,noise,0.984909090909091,ind_val,0.9046666666666666,0.9447878787878787
1166,1166,NICO,Softmax,val_optimal,False,False,outdoor,0.9764545454545455,ind_test,0.8929166666666667,0.9346856060606061
1167,1167,NICO,Softmax,val_optimal,False,False,outdoor,0.9764545454545455,ind_val,0.9046666666666666,0.940560606060606
1168,1168,NICO,Softmax,val_optimal,False,False,rock,0.9930909090909091,ind_test,0.8929166666666667,0.9430037878787879
