Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k
OfficeHome,Softmax,Art,Clipart,0.6964285714285714,0.22784810126582278,0.4621383363471971,ClassOrderSampler,5
OfficeHome,Softmax,Art,Clipart,0.7090909090909091,0.22499999999999998,0.46704545454545454,ClusterSampler,5
OfficeHome,Softmax,Art,Clipart,0.6964285714285714,0.5063291139240507,0.601378842676311,SequentialSampler,5
OfficeHome,Softmax,Art,Product,0.6521739130434783,0.2857142857142857,0.468944099378882,RandomSampler,5
OfficeHome,Softmax,Art,Product,0.5454545454545454,0.3008849557522124,0.4231697506033789,ClassOrderSampler,5
OfficeHome,Softmax,Art,Product,0.5714285714285714,0.29824561403508776,0.4348370927318296,ClusterSampler,5
OfficeHome,Softmax,Art,Product,0.5454545454545454,0.49557522123893805,0.5205148833467417,SequentialSampler,5
OfficeHome,Softmax,Clipart,Art,0.75,0.03703703703703709,0.39351851851851855,RandomSampler,5
OfficeHome,Softmax,Clipart,Art,0.5454545454545454,0.15384615384615385,0.34965034965034963,ClassOrderSampler,5
OfficeHome,Softmax,Clipart,Art,0.5714285714285714,0.1515151515151515,0.36147186147186144,ClusterSampler,5
OfficeHome,Softmax,Clipart,Art,0.5454545454545454,0.49230769230769234,0.5188811188811189,SequentialSampler,5
OfficeHome,Softmax,Clipart,Clipart,0.7368421052631579,0.20512820512820518,0.4709851551956815,RandomSampler,5
OfficeHome,Softmax,Clipart,Clipart,0.6964285714285714,0.22784810126582278,0.4621383363471971,ClassOrderSampler,5
OfficeHome,Softmax,Clipart,Clipart,0.7090909090909091,0.22499999999999998,0.46704545454545454,ClusterSampler,5
OfficeHome,Softmax,Clipart,Clipart,0.6964285714285714,0.5063291139240507,0.601378842676311,SequentialSampler,5
OfficeHome,Softmax,Clipart,Product,0.6521739130434783,0.2857142857142857,0.468944099378882,RandomSampler,5
OfficeHome,Softmax,Clipart,Product,0.5454545454545454,0.3008849557522124,0.4231697506033789,ClassOrderSampler,5
OfficeHome,Softmax,Clipart,Product,0.5714285714285714,0.29824561403508776,0.4348370927318296,ClusterSampler,5
OfficeHome,Softmax,Clipart,Product,0.5454545454545454,0.49557522123893805,0.5205148833467417,SequentialSampler,5
OfficeHome,Softmax,Product,Art,0.75,0.03703703703703709,0.39351851851851855,RandomSampler,5
OfficeHome,Softmax,Product,Art,0.5454545454545454,0.15384615384615385,0.34965034965034963,ClassOrderSampler,5
OfficeHome,Softmax,Product,Art,0.5714285714285714,0.1515151515151515,0.36147186147186144,ClusterSampler,5
OfficeHome,Softmax,Product,Art,0.5454545454545454,0.49230769230769234,0.5188811188811189,SequentialSampler,5
OfficeHome,Softmax,Product,Clipart,0.7368421052631579,0.20512820512820518,0.4709851551956815,RandomSampler,5
OfficeHome,Softmax,Product,Clipart,0.6964285714285714,0.22784810126582278,0.4621383363471971,ClassOrderSampler,5
OfficeHome,Softmax,Product,Clipart,0.7090909090909091,0.22499999999999998,0.46704545454545454,ClusterSampler,5
OfficeHome,Softmax,Product,Clipart,0.6964285714285714,0.5063291139240507,0.601378842676311,SequentialSampler,5
OfficeHome,Softmax,Product,Product,0.6521739130434783,0.2857142857142857,0.468944099378882,RandomSampler,5
OfficeHome,Softmax,Product,Product,0.5454545454545454,0.3008849557522124,0.4231697506033789,ClassOrderSampler,5
OfficeHome,Softmax,Product,Product,0.5714285714285714,0.29824561403508776,0.4348370927318296,ClusterSampler,5
OfficeHome,Softmax,Product,Product,0.5454545454545454,0.49557522123893805,0.5205148833467417,SequentialSampler,5
OfficeHome,rabanser,Art,Art,0.8,0.7037037037037037,0.7518518518518519,RandomSampler,5
OfficeHome,rabanser,Art,Art,0.6428571428571429,0.2465753424657534,0.44471624266144816,ClassOrderSampler,5
OfficeHome,rabanser,Art,Art,0.6428571428571429,0.136986301369863,0.38992172211350296,ClusterSampler,5
OfficeHome,rabanser,Art,Art,0.5625,0.295774647887324,0.429137323943662,SequentialSampler,5
OfficeHome,rabanser,Art,Clipart,0.9782608695652174,0.2134831460674157,0.5958720078163166,RandomSampler,5
OfficeHome,rabanser,Art,Clipart,0.9777777777777777,0.12222222222222223,0.55,ClassOrderSampler,5
OfficeHome,rabanser,Art,Clipart,0.9777777777777777,0.033333333333333326,0.5055555555555555,ClusterSampler,5
OfficeHome,rabanser,Art,Clipart,0.9361702127659575,0.15909090909090906,0.5476305609284333,SequentialSampler,5
OfficeHome,rabanser,Art,Product,0.7894736842105263,0.39655172413793105,0.5930127041742287,RandomSampler,5
OfficeHome,rabanser,Art,Product,0.7777777777777778,0.32478632478632474,0.5512820512820513,ClassOrderSampler,5
OfficeHome,rabanser,Art,Product,0.7777777777777778,0.2564102564102564,0.517094017094017,ClusterSampler,5
OfficeHome,rabanser,Art,Product,0.7,0.35652173913043483,0.5282608695652173,SequentialSampler,5
OfficeHome,rabanser,Clipart,Art,0.16666666666666666,1.0,0.5833333333333334,RandomSampler,5
OfficeHome,rabanser,Clipart,Art,0.0,0.8493150684931507,0.4246575342465754,ClassOrderSampler,5
OfficeHome,rabanser,Clipart,Art,0.0,0.6849315068493151,0.34246575342465757,ClusterSampler,5
OfficeHome,rabanser,Clipart,Art,0.0,0.8591549295774648,0.4295774647887324,SequentialSampler,5
OfficeHome,rabanser,Clipart,Clipart,0.8695652173913043,0.3370786516853933,0.6033219345383488,RandomSampler,5
OfficeHome,rabanser,Clipart,Clipart,0.8888888888888888,0.33333333333333337,0.6111111111111112,ClassOrderSampler,5
OfficeHome,rabanser,Clipart,Clipart,0.8888888888888888,0.19999999999999996,0.5444444444444444,ClusterSampler,5
OfficeHome,rabanser,Clipart,Clipart,0.851063829787234,0.3295454545454546,0.5903046421663443,SequentialSampler,5
OfficeHome,rabanser,Clipart,Product,0.2631578947368421,0.6982758620689655,0.4807168784029038,RandomSampler,5
OfficeHome,rabanser,Clipart,Product,0.2777777777777778,0.6923076923076923,0.48504273504273504,ClassOrderSampler,5
OfficeHome,rabanser,Clipart,Product,0.2777777777777778,0.5897435897435898,0.4337606837606838,ClusterSampler,5
OfficeHome,rabanser,Clipart,Product,0.25,0.6956521739130435,0.47282608695652173,SequentialSampler,5
OfficeHome,rabanser,Product,Art,0.8,0.7037037037037037,0.7518518518518519,RandomSampler,5
OfficeHome,rabanser,Product,Art,0.6428571428571429,0.2465753424657534,0.44471624266144816,ClassOrderSampler,5
OfficeHome,rabanser,Product,Art,0.6428571428571429,0.136986301369863,0.38992172211350296,ClusterSampler,5
OfficeHome,rabanser,Product,Art,0.5625,0.295774647887324,0.429137323943662,SequentialSampler,5
OfficeHome,rabanser,Product,Clipart,0.9782608695652174,0.2134831460674157,0.5958720078163166,RandomSampler,5
OfficeHome,rabanser,Product,Clipart,0.9777777777777777,0.12222222222222223,0.55,ClassOrderSampler,5
OfficeHome,rabanser,Product,Clipart,0.9777777777777777,0.033333333333333326,0.5055555555555555,ClusterSampler,5
OfficeHome,rabanser,Product,Clipart,0.9361702127659575,0.15909090909090906,0.5476305609284333,SequentialSampler,5
OfficeHome,rabanser,Product,Product,0.7894736842105263,0.39655172413793105,0.5930127041742287,RandomSampler,5
OfficeHome,rabanser,Product,Product,0.7777777777777778,0.32478632478632474,0.5512820512820513,ClassOrderSampler,5
OfficeHome,rabanser,Product,Product,0.7777777777777778,0.2564102564102564,0.517094017094017,ClusterSampler,5
OfficeHome,rabanser,Product,Product,0.7,0.35652173913043483,0.5282608695652173,SequentialSampler,5
Office31,kNN,webcam,webcam,0.9642857142857143,1.0,0.9821428571428572,RandomSampler,-1
Office31,kNN,webcam,webcam,0.9555555555555556,0.16260162601626016,0.5590785907859079,ClassOrderSampler,-1
Office31,kNN,webcam,webcam,0.945054945054945,0.15573770491803274,0.5503963249864889,ClusterSampler,-1
Office31,kNN,webcam,webcam,0.945054945054945,0.15573770491803274,0.5503963249864889,SequentialSampler,-1
Office31,kNN,webcam,dslr,0.9,0.16901408450704225,0.5345070422535212,RandomSampler,-1
Office31,kNN,webcam,dslr,0.9692307692307692,0.22368421052631582,0.5964574898785425,ClassOrderSampler,-1
Office31,kNN,webcam,dslr,0.9545454545454546,0.21333333333333337,0.583939393939394,ClusterSampler,-1
Office31,kNN,webcam,dslr,0.9545454545454546,0.21333333333333337,0.583939393939394,SequentialSampler,-1
Office31,kNN,dslr,webcam,0.8928571428571429,1.0,0.9464285714285714,RandomSampler,-1
Office31,kNN,dslr,webcam,0.9,0.2357723577235772,0.5678861788617886,ClassOrderSampler,-1
Office31,kNN,dslr,webcam,0.8901098901098901,0.2295081967213115,0.5598090434156008,ClusterSampler,-1
Office31,kNN,dslr,webcam,0.8901098901098901,0.2295081967213115,0.5598090434156008,SequentialSampler,-1
Office31,kNN,dslr,dslr,0.9,0.16901408450704225,0.5345070422535212,RandomSampler,-1
Office31,kNN,dslr,dslr,0.9692307692307692,0.22368421052631582,0.5964574898785425,ClassOrderSampler,-1
Office31,kNN,dslr,dslr,0.9545454545454546,0.21333333333333337,0.583939393939394,ClusterSampler,-1
Office31,kNN,dslr,dslr,0.9545454545454546,0.21333333333333337,0.583939393939394,SequentialSampler,-1
Office31,GradNorm,webcam,webcam,0.5969387755102041,0.7058823529411764,0.6514105642256902,RandomSampler,-1
Office31,GradNorm,webcam,webcam,0.8125,0.45856353591160226,0.6355317679558011,ClassOrderSampler,-1
Office31,GradNorm,webcam,webcam,0.7941176470588235,0.46368715083798884,0.6289023989484062,ClusterSampler,-1
Office31,GradNorm,webcam,webcam,0.7647058823529411,0.4916201117318436,0.6281629970423923,SequentialSampler,-1
Office31,GradNorm,webcam,dslr,0.9166666666666666,0.31007751937984496,0.6133720930232558,RandomSampler,-1
Office31,GradNorm,webcam,dslr,0.9166666666666666,0.2945736434108527,0.6056201550387597,ClassOrderSampler,-1
Office31,GradNorm,webcam,dslr,0.8571428571428571,0.2992125984251969,0.578177727784027,ClusterSampler,-1
Office31,GradNorm,webcam,dslr,0.7857142857142857,0.3385826771653543,0.56214848143982,SequentialSampler,-1
Office31,GradNorm,dslr,webcam,0.3622448979591837,0.9411764705882353,0.6517106842737095,RandomSampler,-1
Office31,GradNorm,dslr,webcam,0.5625,0.7016574585635359,0.632078729281768,ClassOrderSampler,-1
Office31,GradNorm,dslr,webcam,0.5294117647058824,0.6871508379888268,0.6082813013473546,ClusterSampler,-1
Office31,GradNorm,dslr,webcam,0.5294117647058824,0.7039106145251397,0.616661189615511,SequentialSampler,-1
Office31,GradNorm,dslr,dslr,0.9166666666666666,0.3565891472868217,0.6366279069767442,RandomSampler,-1
Office31,GradNorm,dslr,dslr,0.9166666666666666,0.3565891472868217,0.6366279069767442,ClassOrderSampler,-1
Office31,GradNorm,dslr,dslr,0.7857142857142857,0.3307086614173228,0.5582114735658043,ClusterSampler,-1
Office31,GradNorm,dslr,dslr,0.7857142857142857,0.35433070866141736,0.5700224971878516,SequentialSampler,-1
Office31,GradNorm,webcam,webcam,0.7210884353741497,0.8823529411764706,0.8017206882753101,RandomSampler,0
Office31,GradNorm,webcam,webcam,0.7291666666666666,0.31034482758620685,0.5197557471264367,ClassOrderSampler,0
Office31,GradNorm,webcam,webcam,0.74,0.2894736842105263,0.5147368421052632,ClusterSampler,0
Office31,GradNorm,webcam,dslr,0.8461538461538461,0.13095238095238093,0.48855311355311354,RandomSampler,0
Office31,GradNorm,webcam,dslr,1.0,0.09090909090909094,0.5454545454545454,ClassOrderSampler,0
Office31,GradNorm,webcam,dslr,1.0,0.05813953488372092,0.5290697674418605,ClusterSampler,0
Office31,GradNorm,dslr,webcam,0.43537414965986393,1.0,0.717687074829932,RandomSampler,0
Office31,GradNorm,dslr,webcam,0.4166666666666667,0.6120689655172413,0.514367816091954,ClassOrderSampler,0
Office31,GradNorm,dslr,webcam,0.4,0.5614035087719298,0.4807017543859649,ClusterSampler,0
Office31,GradNorm,dslr,dslr,0.8461538461538461,0.15476190476190477,0.5004578754578755,RandomSampler,0
Office31,GradNorm,dslr,dslr,1.0,0.18181818181818177,0.5909090909090908,ClassOrderSampler,0
Office31,GradNorm,dslr,dslr,0.9166666666666666,0.10465116279069764,0.5106589147286822,ClusterSampler,0
Office31,GradNorm,webcam,webcam,0.9047619047619048,0.4117647058823529,0.6582633053221288,RandomSampler,5
Office31,GradNorm,webcam,webcam,0.96,0.18705035971223016,0.5735251798561151,ClassOrderSampler,5
Office31,GradNorm,webcam,webcam,0.9629629629629629,0.16788321167883213,0.5654230873208975,ClusterSampler,5
Office31,GradNorm,webcam,dslr,0.7777777777777778,0.20792079207920788,0.49284928492849284,RandomSampler,5
Office31,GradNorm,webcam,dslr,0.7777777777777778,0.26732673267326734,0.5225522552255226,ClassOrderSampler,5
Office31,GradNorm,webcam,dslr,0.8181818181818182,0.24242424242424243,0.5303030303030303,ClusterSampler,5
Office31,GradNorm,dslr,webcam,0.9455782312925171,0.3529411764705882,0.6492597038815526,RandomSampler,5
Office31,GradNorm,dslr,webcam,0.96,0.1294964028776978,0.544748201438849,ClassOrderSampler,5
Office31,GradNorm,dslr,webcam,0.9629629629629629,0.10948905109489049,0.5362260070289266,ClusterSampler,5
Office31,GradNorm,dslr,dslr,0.8888888888888888,0.14851485148514854,0.5187018701870187,RandomSampler,5
Office31,GradNorm,dslr,dslr,0.8888888888888888,0.19801980198019797,0.5434543454345434,ClassOrderSampler,5
Office31,GradNorm,dslr,dslr,0.9090909090909091,0.1717171717171717,0.5404040404040404,ClusterSampler,5
Office31,Entropy,webcam,webcam,0.6938775510204082,0.8823529411764706,0.7881152460984393,RandomSampler,-1
Office31,Entropy,webcam,webcam,0.9375,0.37569060773480667,0.6565953038674033,ClassOrderSampler,-1
Office31,Entropy,webcam,webcam,0.9411764705882353,0.3743016759776536,0.6577390732829445,ClusterSampler,-1
Office31,Entropy,webcam,webcam,0.8823529411764706,0.4078212290502793,0.645087085113375,SequentialSampler,-1
Office31,Entropy,webcam,dslr,0.9166666666666666,0.3643410852713178,0.6405038759689923,RandomSampler,-1
Office31,Entropy,webcam,dslr,0.9166666666666666,0.32558139534883723,0.6211240310077519,ClassOrderSampler,-1
Office31,Entropy,webcam,dslr,0.9285714285714286,0.3228346456692913,0.62570303712036,ClusterSampler,-1
Office31,Entropy,webcam,dslr,0.7857142857142857,0.3700787401574803,0.5778965129358831,SequentialSampler,-1
Office31,Entropy,dslr,webcam,0.7142857142857143,0.8823529411764706,0.7983193277310925,RandomSampler,-1
Office31,Entropy,dslr,webcam,0.96875,0.3591160220994475,0.6639330110497237,ClassOrderSampler,-1
Office31,Entropy,dslr,webcam,0.9705882352941176,0.35195530726256985,0.6612717712783438,ClusterSampler,-1
Office31,Entropy,dslr,webcam,0.9117647058823529,0.3910614525139665,0.6514130791981597,SequentialSampler,-1
Office31,Entropy,dslr,dslr,0.9166666666666666,0.3643410852713178,0.6405038759689923,RandomSampler,-1
Office31,Entropy,dslr,dslr,0.9166666666666666,0.32558139534883723,0.6211240310077519,ClassOrderSampler,-1
Office31,Entropy,dslr,dslr,0.9285714285714286,0.31496062992125984,0.6217660292463443,ClusterSampler,-1
Office31,Entropy,dslr,dslr,0.7857142857142857,0.3700787401574803,0.5778965129358831,SequentialSampler,-1
Office31,Entropy,webcam,webcam,0.10204081632653061,1.0,0.5510204081632653,RandomSampler,0
Office31,Entropy,webcam,webcam,0.10416666666666667,0.9090909090909091,0.5066287878787878,ClassOrderSampler,0
Office31,Entropy,webcam,webcam,0.1,0.8404907975460123,0.47024539877300614,ClusterSampler,0
Office31,Entropy,webcam,webcam,0.1,0.9079754601226994,0.5039877300613497,SequentialSampler,0
Office31,Entropy,webcam,dslr,0.0,0.9824561403508771,0.49122807017543857,RandomSampler,0
Office31,Entropy,webcam,dslr,0.0,0.9830508474576272,0.4915254237288136,ClassOrderSampler,0
Office31,Entropy,webcam,dslr,0.0,0.8879310344827587,0.44396551724137934,ClusterSampler,0
Office31,Entropy,webcam,dslr,0.0,0.9827586206896551,0.49137931034482757,SequentialSampler,0
Office31,Entropy,dslr,webcam,0.9948979591836735,0.0,0.49744897959183676,RandomSampler,0
Office31,Entropy,dslr,webcam,0.9791666666666666,0.0,0.4895833333333333,ClassOrderSampler,0
Office31,Entropy,dslr,webcam,0.98,0.006134969325153339,0.49306748466257666,ClusterSampler,0
Office31,Entropy,dslr,webcam,0.98,0.0,0.49,SequentialSampler,0
Office31,Entropy,dslr,dslr,1.0,0.00877192982456143,0.5043859649122807,RandomSampler,0
Office31,Entropy,dslr,dslr,1.0,0.008474576271186418,0.5042372881355932,ClassOrderSampler,0
Office31,Entropy,dslr,dslr,1.0,0.017241379310344862,0.5086206896551724,ClusterSampler,0
Office31,Entropy,dslr,dslr,1.0,0.008620689655172376,0.5043103448275862,SequentialSampler,0
Office31,Entropy,webcam,webcam,0.5612244897959183,0.9411764705882353,0.7512004801920769,RandomSampler,5
Office31,Entropy,webcam,webcam,0.8,0.5159574468085106,0.6579787234042553,ClassOrderSampler,5
Office31,Entropy,webcam,webcam,0.7407407407407407,0.510752688172043,0.6257467144563919,ClusterSampler,5
Office31,Entropy,webcam,webcam,0.8148148148148148,0.456989247311828,0.6359020310633214,SequentialSampler,5
Office31,Entropy,webcam,dslr,0.6,0.4961832061068703,0.5480916030534351,RandomSampler,5
Office31,Entropy,webcam,dslr,0.6,0.4961832061068703,0.5480916030534351,ClassOrderSampler,5
Office31,Entropy,webcam,dslr,0.5,0.4883720930232558,0.4941860465116279,ClusterSampler,5
Office31,Entropy,webcam,dslr,0.6666666666666666,0.4108527131782945,0.5387596899224806,SequentialSampler,5
Office31,Entropy,dslr,webcam,0.8928571428571429,0.47058823529411764,0.6817226890756303,RandomSampler,5
Office31,Entropy,dslr,webcam,0.88,0.17021276595744683,0.5251063829787235,ClassOrderSampler,5
Office31,Entropy,dslr,webcam,0.8518518518518519,0.15591397849462363,0.5038829151732378,ClusterSampler,5
Office31,Entropy,dslr,webcam,0.8888888888888888,0.09677419354838712,0.492831541218638,SequentialSampler,5
Office31,Entropy,dslr,dslr,0.9,0.20610687022900764,0.5530534351145038,RandomSampler,5
Office31,Entropy,dslr,dslr,0.9,0.25190839694656486,0.5759541984732824,ClassOrderSampler,5
Office31,Entropy,dslr,dslr,0.8333333333333334,0.2325581395348837,0.5329457364341086,ClusterSampler,5
Office31,Entropy,dslr,dslr,0.9166666666666666,0.1472868217054264,0.5319767441860466,SequentialSampler,5
Office31,Energy,webcam,webcam,0.9336734693877551,1.0,0.9668367346938775,RandomSampler,-1
Office31,Energy,webcam,webcam,0.90625,0.13259668508287292,0.5194233425414365,ClassOrderSampler,-1
Office31,Energy,webcam,webcam,0.8529411764705882,0.12290502793296088,0.48792310220177454,ClusterSampler,-1
Office31,Energy,webcam,webcam,0.9117647058823529,0.05586592178770955,0.48381531383503124,SequentialSampler,-1
Office31,Energy,webcam,dslr,1.0,0.15503875968992253,0.5775193798449613,RandomSampler,-1
Office31,Energy,webcam,dslr,1.0,0.13178294573643412,0.5658914728682171,ClassOrderSampler,-1
Office31,Energy,webcam,dslr,0.8571428571428571,0.11811023622047245,0.4876265466816648,ClusterSampler,-1
Office31,Energy,webcam,dslr,1.0,0.023622047244094446,0.5118110236220472,SequentialSampler,-1
Office31,Energy,dslr,webcam,0.9336734693877551,1.0,0.9668367346938775,RandomSampler,-1
Office31,Energy,dslr,webcam,0.90625,0.13812154696132595,0.522185773480663,ClassOrderSampler,-1
Office31,Energy,dslr,webcam,0.8529411764705882,0.12290502793296088,0.48792310220177454,ClusterSampler,-1
Office31,Energy,dslr,webcam,0.9117647058823529,0.05586592178770955,0.48381531383503124,SequentialSampler,-1
Office31,Energy,dslr,dslr,1.0,0.15503875968992253,0.5775193798449613,RandomSampler,-1
Office31,Energy,dslr,dslr,1.0,0.13953488372093026,0.5697674418604651,ClassOrderSampler,-1
Office31,Energy,dslr,dslr,0.8571428571428571,0.11811023622047245,0.4876265466816648,ClusterSampler,-1
Office31,Energy,dslr,dslr,1.0,0.023622047244094446,0.5118110236220472,SequentialSampler,-1
Office31,Energy,webcam,webcam,0.7448979591836735,0.7058823529411764,0.725390156062425,RandomSampler,0
Office31,Energy,webcam,webcam,0.9791666666666666,0.38181818181818183,0.6804924242424242,ClassOrderSampler,0
Office31,Energy,webcam,webcam,0.96,0.35582822085889576,0.6579141104294479,ClusterSampler,0
Office31,Energy,webcam,webcam,0.94,0.3926380368098159,0.6663190184049079,SequentialSampler,0
Office31,Energy,webcam,dslr,0.8518518518518519,0.3508771929824561,0.601364522417154,RandomSampler,0
Office31,Energy,webcam,dslr,0.9565217391304348,0.3813559322033898,0.6689388356669124,ClassOrderSampler,0
Office31,Energy,webcam,dslr,0.92,0.3448275862068966,0.6324137931034484,ClusterSampler,0
Office31,Energy,webcam,dslr,0.88,0.39655172413793105,0.6382758620689655,SequentialSampler,0
Office31,Energy,dslr,webcam,0.7448979591836735,0.7058823529411764,0.725390156062425,RandomSampler,0
Office31,Energy,dslr,webcam,0.9791666666666666,0.38181818181818183,0.6804924242424242,ClassOrderSampler,0
Office31,Energy,dslr,webcam,0.96,0.35582822085889576,0.6579141104294479,ClusterSampler,0
Office31,Energy,dslr,webcam,0.94,0.3926380368098159,0.6663190184049079,SequentialSampler,0
Office31,Energy,dslr,dslr,0.8518518518518519,0.3508771929824561,0.601364522417154,RandomSampler,0
Office31,Energy,dslr,dslr,0.9565217391304348,0.3813559322033898,0.6689388356669124,ClassOrderSampler,0
Office31,Energy,dslr,dslr,0.92,0.3448275862068966,0.6324137931034484,ClusterSampler,0
Office31,Energy,dslr,dslr,0.88,0.39655172413793105,0.6382758620689655,SequentialSampler,0
Office31,Energy,webcam,webcam,0.8877551020408163,0.6470588235294117,0.767406962785114,RandomSampler,5
Office31,Energy,webcam,webcam,0.96,0.19148936170212771,0.5757446808510638,ClassOrderSampler,5
Office31,Energy,webcam,webcam,0.9259259259259259,0.18817204301075274,0.5570489844683393,ClusterSampler,5
Office31,Energy,webcam,webcam,0.9629629629629629,0.11290322580645162,0.5379330943847073,SequentialSampler,5
Office31,Energy,webcam,dslr,1.0,0.18320610687022898,0.5916030534351144,RandomSampler,5
Office31,Energy,webcam,dslr,1.0,0.2137404580152672,0.6068702290076335,ClassOrderSampler,5
Office31,Energy,webcam,dslr,0.9166666666666666,0.2093023255813954,0.562984496124031,ClusterSampler,5
Office31,Energy,webcam,dslr,1.0,0.10077519379844957,0.5503875968992248,SequentialSampler,5
Office31,Energy,dslr,webcam,0.8877551020408163,0.6470588235294117,0.767406962785114,RandomSampler,5
Office31,Energy,dslr,webcam,0.96,0.19148936170212771,0.5757446808510638,ClassOrderSampler,5
Office31,Energy,dslr,webcam,0.9259259259259259,0.18817204301075274,0.5570489844683393,ClusterSampler,5
Office31,Energy,dslr,webcam,0.9629629629629629,0.11290322580645162,0.5379330943847073,SequentialSampler,5
Office31,Energy,dslr,dslr,1.0,0.18320610687022898,0.5916030534351144,RandomSampler,5
Office31,Energy,dslr,dslr,1.0,0.2137404580152672,0.6068702290076335,ClassOrderSampler,5
Office31,Energy,dslr,dslr,0.9166666666666666,0.2093023255813954,0.562984496124031,ClusterSampler,5
Office31,Energy,dslr,dslr,1.0,0.10077519379844957,0.5503875968992248,SequentialSampler,5
Office31,Typicality,dslr,dslr,1.0,1.0,1.0,RandomSampler,-1
Office31,Typicality,dslr,dslr,0.9838709677419355,0.20253164556962022,0.5932013066557779,ClassOrderSampler,-1
Office31,Typicality,dslr,dslr,0.9682539682539683,0.17948717948717952,0.5738705738705738,ClusterSampler,-1
Office31,Typicality,dslr,dslr,0.9682539682539683,0.1923076923076923,0.5802808302808302,SequentialSampler,-1
Office31,Typicality,dslr,webcam,1.0,0.136,0.5680000000000001,RandomSampler,-1
Office31,Typicality,dslr,webcam,0.9887640449438202,0.12903225806451613,0.5588981515041682,ClassOrderSampler,-1
Office31,Typicality,dslr,webcam,0.9777777777777777,0.11382113821138207,0.54579945799458,ClusterSampler,-1
Office31,Typicality,dslr,webcam,0.9777777777777777,0.12195121951219512,0.5498644986449864,SequentialSampler,-1
Office31,Typicality,webcam,dslr,1.0,1.0,1.0,RandomSampler,-1
Office31,Typicality,webcam,dslr,0.9838709677419355,0.20253164556962022,0.5932013066557779,ClassOrderSampler,-1
Office31,Typicality,webcam,dslr,0.9682539682539683,0.16666666666666663,0.5674603174603174,ClusterSampler,-1
Office31,Typicality,webcam,dslr,0.9682539682539683,0.1923076923076923,0.5802808302808302,SequentialSampler,-1
Office31,Typicality,webcam,webcam,1.0,0.136,0.5680000000000001,RandomSampler,-1
Office31,Typicality,webcam,webcam,0.9887640449438202,0.12903225806451613,0.5588981515041682,ClassOrderSampler,-1
Office31,Typicality,webcam,webcam,0.9777777777777777,0.10569105691056913,0.5417344173441734,ClusterSampler,-1
Office31,Typicality,webcam,webcam,0.9777777777777777,0.12195121951219512,0.5498644986449864,SequentialSampler,-1
Office31,Typicality,dslr,dslr,0.7096774193548387,1.0,0.8548387096774194,RandomSampler,0
Office31,Typicality,dslr,dslr,0.9076923076923077,0.5921052631578947,0.7498987854251011,ClassOrderSampler,0
Office31,Typicality,dslr,dslr,0.9090909090909091,0.4933333333333333,0.7012121212121212,ClusterSampler,0
Office31,Typicality,dslr,dslr,0.8939393939393939,0.6133333333333333,0.7536363636363637,SequentialSampler,0
Office31,Typicality,dslr,webcam,0.5,0.6695652173913044,0.5847826086956522,RandomSampler,0
Office31,Typicality,dslr,webcam,0.5157894736842106,0.6610169491525424,0.5884032114183765,ClassOrderSampler,0
Office31,Typicality,dslr,webcam,0.5208333333333334,0.5982905982905983,0.5595619658119658,ClusterSampler,0
Office31,Typicality,dslr,webcam,0.5104166666666666,0.6752136752136753,0.592815170940171,SequentialSampler,0
Office31,Typicality,webcam,dslr,0.7419354838709677,1.0,0.8709677419354839,RandomSampler,0
Office31,Typicality,webcam,dslr,0.9846153846153847,0.5263157894736843,0.7554655870445345,ClassOrderSampler,0
Office31,Typicality,webcam,dslr,0.9848484848484849,0.42666666666666664,0.7057575757575758,ClusterSampler,0
Office31,Typicality,webcam,dslr,0.9545454545454546,0.6133333333333333,0.7839393939393939,SequentialSampler,0
Office31,Typicality,webcam,webcam,0.6224489795918368,0.6260869565217391,0.624267968056788,RandomSampler,0
Office31,Typicality,webcam,webcam,0.6526315789473685,0.576271186440678,0.6144513826940232,ClassOrderSampler,0
Office31,Typicality,webcam,webcam,0.65625,0.5128205128205128,0.5845352564102564,ClusterSampler,0
Office31,Typicality,webcam,webcam,0.6354166666666666,0.6324786324786325,0.6339476495726495,SequentialSampler,0
Office31,Typicality,dslr,dslr,0.8064516129032258,1.0,0.9032258064516129,RandomSampler,5
Office31,Typicality,dslr,dslr,0.8166666666666667,0.37037037037037035,0.5935185185185186,ClassOrderSampler,5
Office31,Typicality,dslr,dslr,0.8032786885245902,0.36250000000000004,0.5828893442622951,ClusterSampler,5
Office31,Typicality,dslr,dslr,0.8032786885245902,0.36250000000000004,0.5828893442622951,SequentialSampler,5
Office31,Typicality,dslr,webcam,0.38636363636363635,0.848,0.6171818181818182,RandomSampler,5
Office31,Typicality,dslr,webcam,0.38202247191011235,0.8467741935483871,0.6143983327292497,ClassOrderSampler,5
Office31,Typicality,dslr,webcam,0.37777777777777777,0.8455284552845528,0.6116531165311653,ClusterSampler,5
Office31,Typicality,dslr,webcam,0.37777777777777777,0.8455284552845528,0.6116531165311653,SequentialSampler,5
Office31,Typicality,webcam,dslr,0.9596774193548387,1.0,0.9798387096774194,RandomSampler,5
Office31,Typicality,webcam,dslr,0.9333333333333333,0.2222222222222222,0.5777777777777777,ClassOrderSampler,5
Office31,Typicality,webcam,dslr,0.9180327868852459,0.21250000000000002,0.565266393442623,ClusterSampler,5
Office31,Typicality,webcam,dslr,0.9180327868852459,0.21250000000000002,0.565266393442623,SequentialSampler,5
