level_0,index,Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Shift,TPR,InD Shift,TNR,balanced_accuracy
747,747,CCT,Typicality,ind_span,True,True,hue,0.0255,ind_val,0.9317777777777778,0.4786388888888889
748,748,CCT,Typicality,ind_span,True,True,multnoise,1.0,ind_test,0.975,0.9875
749,749,CCT,Typicality,ind_span,True,True,multnoise,1.0,ind_val,0.9317777777777778,0.9658888888888889
750,750,CCT,Typicality,ind_span,True,True,noise,1.0,ind_test,0.975,0.9875
751,751,CCT,Typicality,ind_span,True,True,noise,1.0,ind_val,0.9317777777777778,0.9658888888888889
752,752,CCT,Typicality,ind_span,True,True,saltpepper,1.0,ind_test,0.975,0.9875
753,753,CCT,Typicality,ind_span,True,True,saltpepper,1.0,ind_val,0.9317777777777778,0.9658888888888889
754,754,CCT,Typicality,ind_span,True,True,smear,0.943875,ind_test,0.975,0.9594374999999999
755,755,CCT,Typicality,ind_span,True,True,smear,0.943875,ind_val,0.9317777777777778,0.9378263888888889
756,756,CCT,Typicality,val_optimal,False,False,OoD Test,0.226375,ind_test,0.7691111111111111,0.49774305555555554
757,757,CCT,Typicality,val_optimal,False,False,OoD Test,0.226375,ind_val,0.7867777777777778,0.5065763888888889
758,758,CCT,Typicality,val_optimal,False,False,OoD Val,0.21925,ind_test,0.7691111111111111,0.4941805555555555
759,759,CCT,Typicality,val_optimal,False,False,OoD Val,0.21925,ind_val,0.7867777777777778,0.5030138888888889
760,760,CCT,Typicality,val_optimal,False,False,brightness,0.20525,ind_test,0.7691111111111111,0.4871805555555555
761,761,CCT,Typicality,val_optimal,False,False,brightness,0.20525,ind_val,0.7867777777777778,0.49601388888888887
762,762,CCT,Typicality,val_optimal,False,False,contrast,0.192,ind_test,0.7691111111111111,0.4805555555555555
763,763,CCT,Typicality,val_optimal,False,False,contrast,0.192,ind_val,0.7867777777777778,0.4893888888888889
764,764,CCT,Typicality,val_optimal,False,False,hue,0.188625,ind_test,0.7691111111111111,0.47886805555555556
765,765,CCT,Typicality,val_optimal,False,False,hue,0.188625,ind_val,0.7867777777777778,0.4877013888888889
766,766,CCT,Typicality,val_optimal,False,False,multnoise,0.625,ind_test,0.7691111111111111,0.6970555555555555
767,767,CCT,Typicality,val_optimal,False,False,multnoise,0.625,ind_val,0.7867777777777778,0.7058888888888889
768,768,CCT,Typicality,val_optimal,False,False,noise,0.625,ind_test,0.7691111111111111,0.6970555555555555
769,769,CCT,Typicality,val_optimal,False,False,noise,0.625,ind_val,0.7867777777777778,0.7058888888888889
770,770,CCT,Typicality,val_optimal,False,False,saltpepper,0.625,ind_test,0.7691111111111111,0.6970555555555555
771,771,CCT,Typicality,val_optimal,False,False,saltpepper,0.625,ind_val,0.7867777777777778,0.7058888888888889
772,772,CCT,Typicality,val_optimal,False,False,smear,0.21125,ind_test,0.7691111111111111,0.4901805555555555
773,773,CCT,Typicality,val_optimal,False,False,smear,0.21125,ind_val,0.7867777777777778,0.49901388888888887
774,774,CCT,Typicality,val_optimal,True,False,OoD Test,0.303125,ind_test,0.7691111111111111,0.5361180555555556
775,775,CCT,Typicality,val_optimal,True,False,OoD Test,0.303125,ind_val,0.7601111111111111,0.5316180555555555
776,776,CCT,Typicality,val_optimal,True,False,OoD Val,0.3245,ind_test,0.7691111111111111,0.5468055555555555
777,777,CCT,Typicality,val_optimal,True,False,OoD Val,0.3245,ind_val,0.7601111111111111,0.5423055555555556
778,778,CCT,Typicality,val_optimal,True,False,brightness,0.79475,ind_test,0.7691111111111111,0.7819305555555556
779,779,CCT,Typicality,val_optimal,True,False,brightness,0.79475,ind_val,0.7601111111111111,0.7774305555555555
780,780,CCT,Typicality,val_optimal,True,False,contrast,0.808,ind_test,0.7691111111111111,0.7885555555555556
781,781,CCT,Typicality,val_optimal,True,False,contrast,0.808,ind_val,0.7601111111111111,0.7840555555555555
782,782,CCT,Typicality,val_optimal,True,False,hue,0.196625,ind_test,0.7691111111111111,0.48286805555555556
783,783,CCT,Typicality,val_optimal,True,False,hue,0.196625,ind_val,0.7601111111111111,0.4783680555555555
784,784,CCT,Typicality,val_optimal,True,False,multnoise,0.625,ind_test,0.7691111111111111,0.6970555555555555
785,785,CCT,Typicality,val_optimal,True,False,multnoise,0.625,ind_val,0.7601111111111111,0.6925555555555556
786,786,CCT,Typicality,val_optimal,True,False,noise,0.625,ind_test,0.7691111111111111,0.6970555555555555
787,787,CCT,Typicality,val_optimal,True,False,noise,0.625,ind_val,0.7601111111111111,0.6925555555555556
788,788,CCT,Typicality,val_optimal,True,False,saltpepper,0.625,ind_test,0.7691111111111111,0.6970555555555555
789,789,CCT,Typicality,val_optimal,True,False,saltpepper,0.625,ind_val,0.7601111111111111,0.6925555555555556
790,790,CCT,Typicality,val_optimal,True,False,smear,0.78875,ind_test,0.7691111111111111,0.7789305555555555
791,791,CCT,Typicality,val_optimal,True,False,smear,0.78875,ind_val,0.7601111111111111,0.7744305555555555
792,792,CCT,Typicality,val_optimal,True,True,OoD Test,0.316,ind_test,0.7271111111111112,0.5215555555555556
793,793,CCT,Typicality,val_optimal,True,True,OoD Test,0.316,ind_val,0.7123333333333334,0.5141666666666667
794,794,CCT,Typicality,val_optimal,True,True,OoD Val,0.341625,ind_test,0.7271111111111112,0.5343680555555556
795,795,CCT,Typicality,val_optimal,True,True,OoD Val,0.341625,ind_val,0.7123333333333334,0.5269791666666667
796,796,CCT,Typicality,val_optimal,True,True,brightness,0.683125,ind_test,0.7271111111111112,0.7051180555555556
797,797,CCT,Typicality,val_optimal,True,True,brightness,0.683125,ind_val,0.7123333333333334,0.6977291666666667
798,798,CCT,Typicality,val_optimal,True,True,contrast,0.739875,ind_test,0.7271111111111112,0.7334930555555556
799,799,CCT,Typicality,val_optimal,True,True,contrast,0.739875,ind_val,0.7123333333333334,0.7261041666666667
800,800,CCT,Typicality,val_optimal,True,True,hue,0.244125,ind_test,0.7271111111111112,0.4856180555555556
801,801,CCT,Typicality,val_optimal,True,True,hue,0.244125,ind_val,0.7123333333333334,0.4782291666666667
802,802,CCT,Typicality,val_optimal,True,True,multnoise,0.625,ind_test,0.7271111111111112,0.6760555555555556
803,803,CCT,Typicality,val_optimal,True,True,multnoise,0.625,ind_val,0.7123333333333334,0.6686666666666667
804,804,CCT,Typicality,val_optimal,True,True,noise,0.625,ind_test,0.7271111111111112,0.6760555555555556
805,805,CCT,Typicality,val_optimal,True,True,noise,0.625,ind_val,0.7123333333333334,0.6686666666666667
806,806,CCT,Typicality,val_optimal,True,True,saltpepper,0.625,ind_test,0.7271111111111112,0.6760555555555556
807,807,CCT,Typicality,val_optimal,True,True,saltpepper,0.625,ind_val,0.7123333333333334,0.6686666666666667
808,808,CCT,Typicality,val_optimal,True,True,smear,0.700125,ind_test,0.7271111111111112,0.7136180555555556
809,809,CCT,Typicality,val_optimal,True,True,smear,0.700125,ind_val,0.7123333333333334,0.7062291666666667
810,810,CCT,kNN,density,False,False,OoD Test,1.0,ind_test,1.0,1.0
811,811,CCT,kNN,density,False,False,OoD Test,1.0,ind_val,1.0,1.0
812,812,CCT,kNN,density,False,False,OoD Val,1.0,ind_test,1.0,1.0
813,813,CCT,kNN,density,False,False,OoD Val,1.0,ind_val,1.0,1.0
814,814,CCT,kNN,density,False,False,brightness,1.0,ind_test,1.0,1.0
815,815,CCT,kNN,density,False,False,brightness,1.0,ind_val,1.0,1.0
816,816,CCT,kNN,density,False,False,contrast,0.0,ind_test,1.0,0.5
817,817,CCT,kNN,density,False,False,contrast,0.0,ind_val,1.0,0.5
818,818,CCT,kNN,density,False,False,hue,0.999,ind_test,1.0,0.9995
819,819,CCT,kNN,density,False,False,hue,0.999,ind_val,1.0,0.9995
820,820,CCT,kNN,density,False,False,multnoise,1.0,ind_test,1.0,1.0
821,821,CCT,kNN,density,False,False,multnoise,1.0,ind_val,1.0,1.0
822,822,CCT,kNN,density,False,False,noise,1.0,ind_test,1.0,1.0
823,823,CCT,kNN,density,False,False,noise,1.0,ind_val,1.0,1.0
824,824,CCT,kNN,density,False,False,saltpepper,1.0,ind_test,1.0,1.0
825,825,CCT,kNN,density,False,False,saltpepper,1.0,ind_val,1.0,1.0
826,826,CCT,kNN,density,False,False,smear,0.195,ind_test,1.0,0.5975
827,827,CCT,kNN,density,False,False,smear,0.195,ind_val,1.0,0.5975
828,828,CCT,kNN,density,True,False,OoD Test,0.926,ind_test,1.0,0.9630000000000001
829,829,CCT,kNN,density,True,False,OoD Test,0.926,ind_val,0.95,0.938
830,830,CCT,kNN,density,True,False,OoD Val,0.906,ind_test,1.0,0.9530000000000001
831,831,CCT,kNN,density,True,False,OoD Val,0.906,ind_val,0.95,0.9279999999999999
832,832,CCT,kNN,density,True,False,brightness,0.0,ind_test,1.0,0.5
833,833,CCT,kNN,density,True,False,brightness,0.0,ind_val,0.95,0.475
834,834,CCT,kNN,density,True,False,contrast,1.0,ind_test,1.0,1.0
835,835,CCT,kNN,density,True,False,contrast,1.0,ind_val,0.95,0.975
836,836,CCT,kNN,density,True,False,hue,0.992,ind_test,1.0,0.996
837,837,CCT,kNN,density,True,False,hue,0.992,ind_val,0.95,0.971
838,838,CCT,kNN,density,True,False,multnoise,1.0,ind_test,1.0,1.0
839,839,CCT,kNN,density,True,False,multnoise,1.0,ind_val,0.95,0.975
840,840,CCT,kNN,density,True,False,noise,1.0,ind_test,1.0,1.0
841,841,CCT,kNN,density,True,False,noise,1.0,ind_val,0.95,0.975
842,842,CCT,kNN,density,True,False,saltpepper,1.0,ind_test,1.0,1.0
843,843,CCT,kNN,density,True,False,saltpepper,1.0,ind_val,0.95,0.975
844,844,CCT,kNN,density,True,False,smear,0.805,ind_test,1.0,0.9025000000000001
845,845,CCT,kNN,density,True,False,smear,0.805,ind_val,0.95,0.8775
846,846,CCT,kNN,density,True,True,OoD Test,0.63925,ind_test,1.0,0.819625
847,847,CCT,kNN,density,True,True,OoD Test,0.63925,ind_val,0.95,0.7946249999999999
848,848,CCT,kNN,density,True,True,OoD Val,0.6335,ind_test,1.0,0.81675
849,849,CCT,kNN,density,True,True,OoD Val,0.6335,ind_val,0.95,0.79175
850,850,CCT,kNN,density,True,True,brightness,0.356625,ind_test,1.0,0.6783125
851,851,CCT,kNN,density,True,True,brightness,0.356625,ind_val,0.95,0.6533125
852,852,CCT,kNN,density,True,True,contrast,1.0,ind_test,1.0,1.0
853,853,CCT,kNN,density,True,True,contrast,1.0,ind_val,0.95,0.975
854,854,CCT,kNN,density,True,True,hue,0.747625,ind_test,1.0,0.8738125
855,855,CCT,kNN,density,True,True,hue,0.747625,ind_val,0.95,0.8488125
856,856,CCT,kNN,density,True,True,multnoise,1.0,ind_test,1.0,1.0
857,857,CCT,kNN,density,True,True,multnoise,1.0,ind_val,0.95,0.975
858,858,CCT,kNN,density,True,True,noise,1.0,ind_test,1.0,1.0
859,859,CCT,kNN,density,True,True,noise,1.0,ind_val,0.95,0.975
860,860,CCT,kNN,density,True,True,saltpepper,1.0,ind_test,1.0,1.0
861,861,CCT,kNN,density,True,True,saltpepper,1.0,ind_val,0.95,0.975
862,862,CCT,kNN,density,True,True,smear,0.82775,ind_test,1.0,0.913875
863,863,CCT,kNN,density,True,True,smear,0.82775,ind_val,0.95,0.888875
864,864,CCT,kNN,ind_span,False,False,OoD Test,1.0,ind_test,0.996,0.998
865,865,CCT,kNN,ind_span,False,False,OoD Test,1.0,ind_val,0.98,0.99
866,866,CCT,kNN,ind_span,False,False,OoD Val,1.0,ind_test,0.996,0.998
867,867,CCT,kNN,ind_span,False,False,OoD Val,1.0,ind_val,0.98,0.99
868,868,CCT,kNN,ind_span,False,False,brightness,1.0,ind_test,0.996,0.998
869,869,CCT,kNN,ind_span,False,False,brightness,1.0,ind_val,0.98,0.99
870,870,CCT,kNN,ind_span,False,False,contrast,0.003,ind_test,0.996,0.4995
871,871,CCT,kNN,ind_span,False,False,contrast,0.003,ind_val,0.98,0.4915
872,872,CCT,kNN,ind_span,False,False,hue,1.0,ind_test,0.996,0.998
873,873,CCT,kNN,ind_span,False,False,hue,1.0,ind_val,0.98,0.99
874,874,CCT,kNN,ind_span,False,False,multnoise,1.0,ind_test,0.996,0.998
875,875,CCT,kNN,ind_span,False,False,multnoise,1.0,ind_val,0.98,0.99
876,876,CCT,kNN,ind_span,False,False,noise,1.0,ind_test,0.996,0.998
877,877,CCT,kNN,ind_span,False,False,noise,1.0,ind_val,0.98,0.99
878,878,CCT,kNN,ind_span,False,False,saltpepper,1.0,ind_test,0.996,0.998
879,879,CCT,kNN,ind_span,False,False,saltpepper,1.0,ind_val,0.98,0.99
880,880,CCT,kNN,ind_span,False,False,smear,1.0,ind_test,0.996,0.998
881,881,CCT,kNN,ind_span,False,False,smear,1.0,ind_val,0.98,0.99
882,882,CCT,kNN,ind_span,True,False,OoD Test,0.926,ind_test,0.996,0.9610000000000001
883,883,CCT,kNN,ind_span,True,False,OoD Test,0.926,ind_val,0.93,0.928
884,884,CCT,kNN,ind_span,True,False,OoD Val,0.906,ind_test,0.996,0.9510000000000001
885,885,CCT,kNN,ind_span,True,False,OoD Val,0.906,ind_val,0.93,0.918
886,886,CCT,kNN,ind_span,True,False,brightness,0.0,ind_test,0.996,0.498
887,887,CCT,kNN,ind_span,True,False,brightness,0.0,ind_val,0.93,0.465
888,888,CCT,kNN,ind_span,True,False,contrast,0.997,ind_test,0.996,0.9964999999999999
889,889,CCT,kNN,ind_span,True,False,contrast,0.997,ind_val,0.93,0.9635
890,890,CCT,kNN,ind_span,True,False,hue,0.993,ind_test,0.996,0.9944999999999999
891,891,CCT,kNN,ind_span,True,False,hue,0.993,ind_val,0.93,0.9615
892,892,CCT,kNN,ind_span,True,False,multnoise,1.0,ind_test,0.996,0.998
893,893,CCT,kNN,ind_span,True,False,multnoise,1.0,ind_val,0.93,0.9650000000000001
894,894,CCT,kNN,ind_span,True,False,noise,1.0,ind_test,0.996,0.998
895,895,CCT,kNN,ind_span,True,False,noise,1.0,ind_val,0.93,0.9650000000000001
896,896,CCT,kNN,ind_span,True,False,saltpepper,1.0,ind_test,0.996,0.998
897,897,CCT,kNN,ind_span,True,False,saltpepper,1.0,ind_val,0.93,0.9650000000000001
898,898,CCT,kNN,ind_span,True,False,smear,0.0,ind_test,0.996,0.498
899,899,CCT,kNN,ind_span,True,False,smear,0.0,ind_val,0.93,0.465
900,900,CCT,kNN,ind_span,True,True,OoD Test,0.7775,ind_test,0.9936666666666668,0.8855833333333334
901,901,CCT,kNN,ind_span,True,True,OoD Test,0.7775,ind_val,0.9316666666666666,0.8545833333333333
902,902,CCT,kNN,ind_span,True,True,OoD Val,0.765625,ind_test,0.9936666666666668,0.8796458333333335
903,903,CCT,kNN,ind_span,True,True,OoD Val,0.765625,ind_val,0.9316666666666666,0.8486458333333333
904,904,CCT,kNN,ind_span,True,True,brightness,0.249875,ind_test,0.9936666666666668,0.6217708333333334
905,905,CCT,kNN,ind_span,True,True,brightness,0.249875,ind_val,0.9316666666666666,0.5907708333333334
906,906,CCT,kNN,ind_span,True,True,contrast,0.996625,ind_test,0.9936666666666668,0.9951458333333334
907,907,CCT,kNN,ind_span,True,True,contrast,0.996625,ind_val,0.9316666666666666,0.9641458333333333
908,908,CCT,kNN,ind_span,True,True,hue,0.898,ind_test,0.9936666666666668,0.9458333333333334
909,909,CCT,kNN,ind_span,True,True,hue,0.898,ind_val,0.9316666666666666,0.9148333333333334
910,910,CCT,kNN,ind_span,True,True,multnoise,1.0,ind_test,0.9936666666666668,0.9968333333333335
911,911,CCT,kNN,ind_span,True,True,multnoise,1.0,ind_val,0.9316666666666666,0.9658333333333333
912,912,CCT,kNN,ind_span,True,True,noise,1.0,ind_test,0.9936666666666668,0.9968333333333335
913,913,CCT,kNN,ind_span,True,True,noise,1.0,ind_val,0.9316666666666666,0.9658333333333333
914,914,CCT,kNN,ind_span,True,True,saltpepper,1.0,ind_test,0.9936666666666668,0.9968333333333335
915,915,CCT,kNN,ind_span,True,True,saltpepper,1.0,ind_val,0.9316666666666666,0.9658333333333333
916,916,CCT,kNN,ind_span,True,True,smear,0.375,ind_test,0.9936666666666668,0.6843333333333335
917,917,CCT,kNN,ind_span,True,True,smear,0.375,ind_val,0.9316666666666666,0.6533333333333333
918,918,CCT,kNN,val_optimal,False,False,OoD Test,0.64075,ind_test,0.9365555555555556,0.7886527777777779
919,919,CCT,kNN,val_optimal,False,False,OoD Test,0.64075,ind_val,0.9392222222222222,0.7899861111111111
920,920,CCT,kNN,val_optimal,False,False,OoD Val,0.64375,ind_test,0.9365555555555556,0.7901527777777778
921,921,CCT,kNN,val_optimal,False,False,OoD Val,0.64375,ind_val,0.9392222222222222,0.7914861111111111
922,922,CCT,kNN,val_optimal,False,False,brightness,0.625,ind_test,0.9365555555555556,0.7807777777777778
923,923,CCT,kNN,val_optimal,False,False,brightness,0.625,ind_val,0.9392222222222222,0.7821111111111111
924,924,CCT,kNN,val_optimal,False,False,contrast,0.0,ind_test,0.9365555555555556,0.4682777777777778
925,925,CCT,kNN,val_optimal,False,False,contrast,0.0,ind_val,0.9392222222222222,0.4696111111111111
926,926,CCT,kNN,val_optimal,False,False,hue,0.789,ind_test,0.9365555555555556,0.8627777777777779
927,927,CCT,kNN,val_optimal,False,False,hue,0.789,ind_val,0.9392222222222222,0.864111111111111
928,928,CCT,kNN,val_optimal,False,False,multnoise,0.999875,ind_test,0.9365555555555556,0.9682152777777777
929,929,CCT,kNN,val_optimal,False,False,multnoise,0.999875,ind_val,0.9392222222222222,0.9695486111111111
930,930,CCT,kNN,val_optimal,False,False,noise,1.0,ind_test,0.9365555555555556,0.9682777777777778
931,931,CCT,kNN,val_optimal,False,False,noise,1.0,ind_val,0.9392222222222222,0.9696111111111111
932,932,CCT,kNN,val_optimal,False,False,saltpepper,0.9995,ind_test,0.9365555555555556,0.9680277777777778
933,933,CCT,kNN,val_optimal,False,False,saltpepper,0.9995,ind_val,0.9392222222222222,0.9693611111111111
934,934,CCT,kNN,val_optimal,False,False,smear,0.35775,ind_test,0.9365555555555556,0.6471527777777778
935,935,CCT,kNN,val_optimal,False,False,smear,0.35775,ind_val,0.9392222222222222,0.6484861111111111
936,936,CCT,kNN,val_optimal,True,False,OoD Test,0.61975,ind_test,0.9365555555555556,0.7781527777777778
937,937,CCT,kNN,val_optimal,True,False,OoD Test,0.61975,ind_val,0.8961111111111111,0.7579305555555556
938,938,CCT,kNN,val_optimal,True,False,OoD Val,0.6175,ind_test,0.9365555555555556,0.7770277777777779
939,939,CCT,kNN,val_optimal,True,False,OoD Val,0.6175,ind_val,0.8961111111111111,0.7568055555555555
940,940,CCT,kNN,val_optimal,True,False,brightness,0.375,ind_test,0.9365555555555556,0.6557777777777778
941,941,CCT,kNN,val_optimal,True,False,brightness,0.375,ind_val,0.8961111111111111,0.6355555555555555
942,942,CCT,kNN,val_optimal,True,False,contrast,1.0,ind_test,0.9365555555555556,0.9682777777777778
943,943,CCT,kNN,val_optimal,True,False,contrast,1.0,ind_val,0.8961111111111111,0.9480555555555555
944,944,CCT,kNN,val_optimal,True,False,hue,0.78525,ind_test,0.9365555555555556,0.8609027777777778
945,945,CCT,kNN,val_optimal,True,False,hue,0.78525,ind_val,0.8961111111111111,0.8406805555555555
946,946,CCT,kNN,val_optimal,True,False,multnoise,0.999875,ind_test,0.9365555555555556,0.9682152777777777
947,947,CCT,kNN,val_optimal,True,False,multnoise,0.999875,ind_val,0.8961111111111111,0.9479930555555556
948,948,CCT,kNN,val_optimal,True,False,noise,1.0,ind_test,0.9365555555555556,0.9682777777777778
949,949,CCT,kNN,val_optimal,True,False,noise,1.0,ind_val,0.8961111111111111,0.9480555555555555
950,950,CCT,kNN,val_optimal,True,False,saltpepper,0.9995,ind_test,0.9365555555555556,0.9680277777777778
951,951,CCT,kNN,val_optimal,True,False,saltpepper,0.9995,ind_val,0.8961111111111111,0.9478055555555556
952,952,CCT,kNN,val_optimal,True,False,smear,0.64225,ind_test,0.9365555555555556,0.7894027777777778
953,953,CCT,kNN,val_optimal,True,False,smear,0.64225,ind_val,0.8961111111111111,0.7691805555555555
954,954,CCT,kNN,val_optimal,True,True,OoD Test,0.6065,ind_test,0.7727777777777778,0.6896388888888889
955,955,CCT,kNN,val_optimal,True,True,OoD Test,0.6065,ind_val,0.7453333333333333,0.6759166666666667
956,956,CCT,kNN,val_optimal,True,True,OoD Val,0.6015,ind_test,0.7727777777777778,0.687138888888889
957,957,CCT,kNN,val_optimal,True,True,OoD Val,0.6015,ind_val,0.7453333333333333,0.6734166666666667
958,958,CCT,kNN,val_optimal,True,True,brightness,0.25,ind_test,0.7727777777777778,0.5113888888888889
959,959,CCT,kNN,val_optimal,True,True,brightness,0.25,ind_val,0.7453333333333333,0.49766666666666665
960,960,CCT,kNN,val_optimal,True,True,contrast,0.751125,ind_test,0.7727777777777778,0.7619513888888889
961,961,CCT,kNN,val_optimal,True,True,contrast,0.751125,ind_val,0.7453333333333333,0.7482291666666667
962,962,CCT,kNN,val_optimal,True,True,hue,0.62325,ind_test,0.7727777777777778,0.6980138888888889
963,963,CCT,kNN,val_optimal,True,True,hue,0.62325,ind_val,0.7453333333333333,0.6842916666666666
964,964,CCT,kNN,val_optimal,True,True,multnoise,0.625,ind_test,0.7727777777777778,0.6988888888888889
965,965,CCT,kNN,val_optimal,True,True,multnoise,0.625,ind_val,0.7453333333333333,0.6851666666666667
966,966,CCT,kNN,val_optimal,True,True,noise,0.625,ind_test,0.7727777777777778,0.6988888888888889
967,967,CCT,kNN,val_optimal,True,True,noise,0.625,ind_val,0.7453333333333333,0.6851666666666667
968,968,CCT,kNN,val_optimal,True,True,saltpepper,0.625,ind_test,0.7727777777777778,0.6988888888888889
969,969,CCT,kNN,val_optimal,True,True,saltpepper,0.625,ind_val,0.7453333333333333,0.6851666666666667
970,970,CCT,kNN,val_optimal,True,True,smear,0.251875,ind_test,0.7727777777777778,0.5123263888888889
971,971,CCT,kNN,val_optimal,True,True,smear,0.251875,ind_val,0.7453333333333333,0.4986041666666666
972,972,NICO,Energy,density,False,False,autumn,1.0,ind_test,0.988,0.994
973,973,NICO,Energy,density,False,False,autumn,1.0,ind_val,0.996,0.998
974,974,NICO,Energy,density,False,False,brightness,0.071,ind_test,0.988,0.5295
975,975,NICO,Energy,density,False,False,brightness,0.071,ind_val,0.996,0.5335
976,976,NICO,Energy,density,False,False,contrast,0.01,ind_test,0.988,0.499
977,977,NICO,Energy,density,False,False,contrast,0.01,ind_val,0.996,0.503
978,978,NICO,Energy,density,False,False,grass,1.0,ind_test,0.988,0.994
979,979,NICO,Energy,density,False,False,grass,1.0,ind_val,0.996,0.998
980,980,NICO,Energy,density,False,False,hue,1.0,ind_test,0.988,0.994
981,981,NICO,Energy,density,False,False,hue,1.0,ind_val,0.996,0.998
982,982,NICO,Energy,density,False,False,multnoise,0.089,ind_test,0.988,0.5385
983,983,NICO,Energy,density,False,False,multnoise,0.089,ind_val,0.996,0.5425
984,984,NICO,Energy,density,False,False,noise,0.981,ind_test,0.988,0.9844999999999999
985,985,NICO,Energy,density,False,False,noise,0.981,ind_val,0.996,0.9884999999999999
986,986,NICO,Energy,density,False,False,outdoor,1.0,ind_test,0.988,0.994
987,987,NICO,Energy,density,False,False,outdoor,1.0,ind_val,0.996,0.998
988,988,NICO,Energy,density,False,False,rock,1.0,ind_test,0.988,0.994
989,989,NICO,Energy,density,False,False,rock,1.0,ind_val,0.996,0.998
990,990,NICO,Energy,density,False,False,saltpepper,1.0,ind_test,0.988,0.994
991,991,NICO,Energy,density,False,False,saltpepper,1.0,ind_val,0.996,0.998
992,992,NICO,Energy,density,False,False,smear,0.017,ind_test,0.988,0.5025
993,993,NICO,Energy,density,False,False,smear,0.017,ind_val,0.996,0.5065
994,994,NICO,Energy,density,False,False,water,1.0,ind_test,0.988,0.994
995,995,NICO,Energy,density,False,False,water,1.0,ind_val,0.996,0.998
996,996,NICO,Energy,density,True,False,autumn,1.0,ind_test,0.9,0.95
997,997,NICO,Energy,density,True,False,autumn,1.0,ind_val,0.946,0.973
998,998,NICO,Energy,density,True,False,brightness,0.791,ind_test,0.9,0.8455
999,999,NICO,Energy,density,True,False,brightness,0.791,ind_val,0.946,0.8685
1000,1000,NICO,Energy,density,True,False,contrast,0.953,ind_test,0.9,0.9265
1001,1001,NICO,Energy,density,True,False,contrast,0.953,ind_val,0.946,0.9495
1002,1002,NICO,Energy,density,True,False,grass,1.0,ind_test,0.9,0.95
1003,1003,NICO,Energy,density,True,False,grass,1.0,ind_val,0.946,0.973
1004,1004,NICO,Energy,density,True,False,hue,1.0,ind_test,0.9,0.95
1005,1005,NICO,Energy,density,True,False,hue,1.0,ind_val,0.946,0.973
1006,1006,NICO,Energy,density,True,False,multnoise,0.089,ind_test,0.9,0.4945
1007,1007,NICO,Energy,density,True,False,multnoise,0.089,ind_val,0.946,0.5175
1008,1008,NICO,Energy,density,True,False,noise,0.981,ind_test,0.9,0.9405
1009,1009,NICO,Energy,density,True,False,noise,0.981,ind_val,0.946,0.9635
1010,1010,NICO,Energy,density,True,False,outdoor,1.0,ind_test,0.9,0.95
1011,1011,NICO,Energy,density,True,False,outdoor,1.0,ind_val,0.946,0.973
1012,1012,NICO,Energy,density,True,False,rock,1.0,ind_test,0.9,0.95
1013,1013,NICO,Energy,density,True,False,rock,1.0,ind_val,0.946,0.973
1014,1014,NICO,Energy,density,True,False,saltpepper,1.0,ind_test,0.9,0.95
1015,1015,NICO,Energy,density,True,False,saltpepper,1.0,ind_val,0.946,0.973
1016,1016,NICO,Energy,density,True,False,smear,0.857,ind_test,0.9,0.8785000000000001
1017,1017,NICO,Energy,density,True,False,smear,0.857,ind_val,0.946,0.9015
1018,1018,NICO,Energy,density,True,False,water,1.0,ind_test,0.9,0.95
1019,1019,NICO,Energy,density,True,False,water,1.0,ind_val,0.946,0.973
1020,1020,NICO,Energy,density,True,True,autumn,1.0,ind_test,0.9015833333333332,0.9507916666666666
1021,1021,NICO,Energy,density,True,True,autumn,1.0,ind_val,0.94625,0.973125
1022,1022,NICO,Energy,density,True,True,brightness,0.7968181818181819,ind_test,0.9015833333333332,0.8492007575757575
1023,1023,NICO,Energy,density,True,True,brightness,0.7968181818181819,ind_val,0.94625,0.871534090909091
1024,1024,NICO,Energy,density,True,True,contrast,0.9533636363636364,ind_test,0.9015833333333332,0.9274734848484848
1025,1025,NICO,Energy,density,True,True,contrast,0.9533636363636364,ind_val,0.94625,0.9498068181818182
1026,1026,NICO,Energy,density,True,True,grass,1.0,ind_test,0.9015833333333332,0.9507916666666666
1027,1027,NICO,Energy,density,True,True,grass,1.0,ind_val,0.94625,0.973125
1028,1028,NICO,Energy,density,True,True,hue,1.0,ind_test,0.9015833333333332,0.9507916666666666
1029,1029,NICO,Energy,density,True,True,hue,1.0,ind_val,0.94625,0.973125
1030,1030,NICO,Energy,density,True,True,multnoise,0.0819090909090909,ind_test,0.9015833333333332,0.49174621212121206
1031,1031,NICO,Energy,density,True,True,multnoise,0.0819090909090909,ind_val,0.94625,0.5140795454545455
1032,1032,NICO,Energy,density,True,True,noise,0.972909090909091,ind_test,0.9015833333333332,0.9372462121212121
1033,1033,NICO,Energy,density,True,True,noise,0.972909090909091,ind_val,0.94625,0.9595795454545455
1034,1034,NICO,Energy,density,True,True,outdoor,0.9998181818181818,ind_test,0.9015833333333332,0.9507007575757576
1035,1035,NICO,Energy,density,True,True,outdoor,0.9998181818181818,ind_val,0.94625,0.9730340909090909
1036,1036,NICO,Energy,density,True,True,rock,1.0,ind_test,0.9015833333333332,0.9507916666666666
1037,1037,NICO,Energy,density,True,True,rock,1.0,ind_val,0.94625,0.973125
