Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Shift,TPR
NICO,Energy,ind_span,True,False,noise,0.999
NICO,Energy,ind_span,True,False,outdoor,1.0
NICO,Energy,ind_span,True,False,rock,1.0
NICO,Energy,ind_span,True,False,saltpepper,1.0
NICO,Energy,ind_span,True,False,smear,0.836
NICO,Energy,ind_span,True,False,water,1.0
NICO,Energy,ind_span,True,True,autumn,1.0
NICO,Energy,ind_span,True,True,brightness,0.7234545454545455
NICO,Energy,ind_span,True,True,contrast,0.9317272727272727
NICO,Energy,ind_span,True,True,grass,1.0
NICO,Energy,ind_span,True,True,hue,1.0
NICO,Energy,ind_span,True,True,multnoise,0.19163636363636363
NICO,Energy,ind_span,True,True,noise,0.9934545454545455
NICO,Energy,ind_span,True,True,outdoor,1.0
NICO,Energy,ind_span,True,True,rock,1.0
NICO,Energy,ind_span,True,True,saltpepper,1.0
NICO,Energy,ind_span,True,True,smear,0.8384545454545455
NICO,Energy,ind_span,True,True,water,1.0
NICO,Energy,val_optimal,False,False,autumn,0.6363636363636364
NICO,Energy,val_optimal,False,False,brightness,0.087
NICO,Energy,val_optimal,False,False,contrast,0.08645454545454545
NICO,Energy,val_optimal,False,False,grass,0.6363636363636364
NICO,Energy,val_optimal,False,False,hue,0.6363636363636364
NICO,Energy,val_optimal,False,False,multnoise,0.09772727272727273
NICO,Energy,val_optimal,False,False,noise,0.187
NICO,Energy,val_optimal,False,False,outdoor,0.514
NICO,Energy,val_optimal,False,False,rock,0.6363636363636364
NICO,Energy,val_optimal,False,False,saltpepper,0.2727272727272727
NICO,Energy,val_optimal,False,False,smear,0.0730909090909091
NICO,Energy,val_optimal,False,False,water,0.6363636363636364
NICO,Energy,val_optimal,True,False,autumn,0.6363636363636364
NICO,Energy,val_optimal,True,False,brightness,0.7802727272727272
NICO,Energy,val_optimal,True,False,contrast,0.8832727272727273
NICO,Energy,val_optimal,True,False,grass,0.6363636363636364
NICO,Energy,val_optimal,True,False,hue,0.6363636363636364
NICO,Energy,val_optimal,True,False,multnoise,0.09772727272727273
NICO,Energy,val_optimal,True,False,noise,0.187
NICO,Energy,val_optimal,True,False,outdoor,0.514
NICO,Energy,val_optimal,True,False,rock,0.6363636363636364
NICO,Energy,val_optimal,True,False,saltpepper,0.2727272727272727
NICO,Energy,val_optimal,True,False,smear,0.8176363636363636
NICO,Energy,val_optimal,True,False,water,0.6363636363636364
NICO,Energy,val_optimal,True,True,autumn,0.5454545454545454
NICO,Energy,val_optimal,True,True,brightness,0.7040909090909091
NICO,Energy,val_optimal,True,True,contrast,0.8528181818181818
NICO,Energy,val_optimal,True,True,grass,0.5454545454545454
NICO,Energy,val_optimal,True,True,hue,0.5454545454545454
NICO,Energy,val_optimal,True,True,multnoise,0.2039090909090909
NICO,Energy,val_optimal,True,True,noise,0.35809090909090907
NICO,Energy,val_optimal,True,True,outdoor,0.544
NICO,Energy,val_optimal,True,True,rock,0.5454545454545454
NICO,Energy,val_optimal,True,True,saltpepper,0.36363636363636365
NICO,Energy,val_optimal,True,True,smear,0.7997272727272727
NICO,Energy,val_optimal,True,True,water,0.5454545454545454
NICO,Entropy,density,False,False,autumn,1.0
NICO,Entropy,density,False,False,brightness,0.994
NICO,Entropy,density,False,False,contrast,0.685
NICO,Entropy,density,False,False,grass,1.0
NICO,Entropy,density,False,False,hue,1.0
NICO,Entropy,density,False,False,multnoise,1.0
NICO,Entropy,density,False,False,noise,1.0
NICO,Entropy,density,False,False,outdoor,1.0
NICO,Entropy,density,False,False,rock,1.0
NICO,Entropy,density,False,False,saltpepper,1.0
NICO,Entropy,density,False,False,smear,1.0
NICO,Entropy,density,False,False,water,1.0
NICO,Entropy,density,True,False,autumn,1.0
NICO,Entropy,density,True,False,brightness,0.184
NICO,Entropy,density,True,False,contrast,0.324
NICO,Entropy,density,True,False,grass,1.0
NICO,Entropy,density,True,False,hue,1.0
NICO,Entropy,density,True,False,multnoise,1.0
NICO,Entropy,density,True,False,noise,1.0
NICO,Entropy,density,True,False,outdoor,1.0
NICO,Entropy,density,True,False,rock,1.0
NICO,Entropy,density,True,False,saltpepper,1.0
NICO,Entropy,density,True,False,smear,0.112
NICO,Entropy,density,True,False,water,1.0
NICO,Entropy,density,True,True,autumn,1.0
NICO,Entropy,density,True,True,brightness,0.18563636363636363
NICO,Entropy,density,True,True,contrast,0.2712727272727273
NICO,Entropy,density,True,True,grass,1.0
NICO,Entropy,density,True,True,hue,1.0
NICO,Entropy,density,True,True,multnoise,1.0
NICO,Entropy,density,True,True,noise,1.0
NICO,Entropy,density,True,True,outdoor,1.0
NICO,Entropy,density,True,True,rock,1.0
NICO,Entropy,density,True,True,saltpepper,0.9974545454545455
NICO,Entropy,density,True,True,smear,0.11327272727272727
NICO,Entropy,density,True,True,water,1.0
NICO,Entropy,ind_span,False,False,autumn,1.0
NICO,Entropy,ind_span,False,False,brightness,0.837
NICO,Entropy,ind_span,False,False,contrast,0.023
NICO,Entropy,ind_span,False,False,grass,1.0
NICO,Entropy,ind_span,False,False,hue,1.0
NICO,Entropy,ind_span,False,False,multnoise,1.0
NICO,Entropy,ind_span,False,False,noise,1.0
NICO,Entropy,ind_span,False,False,outdoor,1.0
NICO,Entropy,ind_span,False,False,rock,1.0
NICO,Entropy,ind_span,False,False,saltpepper,1.0
NICO,Entropy,ind_span,False,False,smear,0.996
NICO,Entropy,ind_span,False,False,water,1.0
NICO,Entropy,ind_span,True,False,autumn,1.0
NICO,Entropy,ind_span,True,False,brightness,0.289
NICO,Entropy,ind_span,True,False,contrast,0.948
NICO,Entropy,ind_span,True,False,grass,1.0
NICO,Entropy,ind_span,True,False,hue,1.0
NICO,Entropy,ind_span,True,False,multnoise,1.0
NICO,Entropy,ind_span,True,False,noise,1.0
NICO,Entropy,ind_span,True,False,outdoor,1.0
NICO,Entropy,ind_span,True,False,rock,1.0
NICO,Entropy,ind_span,True,False,saltpepper,1.0
NICO,Entropy,ind_span,True,False,smear,0.116
NICO,Entropy,ind_span,True,False,water,1.0
NICO,Entropy,ind_span,True,True,autumn,1.0
NICO,Entropy,ind_span,True,True,brightness,0.3337272727272727
NICO,Entropy,ind_span,True,True,contrast,0.9480909090909091
NICO,Entropy,ind_span,True,True,grass,1.0
NICO,Entropy,ind_span,True,True,hue,0.9989090909090909
NICO,Entropy,ind_span,True,True,multnoise,1.0
NICO,Entropy,ind_span,True,True,noise,1.0
NICO,Entropy,ind_span,True,True,outdoor,1.0
NICO,Entropy,ind_span,True,True,rock,1.0
NICO,Entropy,ind_span,True,True,saltpepper,0.8663636363636363
NICO,Entropy,ind_span,True,True,smear,0.171
NICO,Entropy,ind_span,True,True,water,1.0
NICO,Entropy,val_optimal,False,False,autumn,0.9090909090909091
NICO,Entropy,val_optimal,False,False,brightness,0.2380909090909091
NICO,Entropy,val_optimal,False,False,contrast,0.009636363636363636
NICO,Entropy,val_optimal,False,False,grass,0.9090909090909091
NICO,Entropy,val_optimal,False,False,hue,0.9087272727272727
NICO,Entropy,val_optimal,False,False,multnoise,0.9090909090909091
NICO,Entropy,val_optimal,False,False,noise,0.9090909090909091
NICO,Entropy,val_optimal,False,False,outdoor,0.9090909090909091
NICO,Entropy,val_optimal,False,False,rock,0.9090909090909091
NICO,Entropy,val_optimal,False,False,saltpepper,0.6436363636363637
NICO,Entropy,val_optimal,False,False,smear,0.4469090909090909
NICO,Entropy,val_optimal,False,False,water,0.9090909090909091
NICO,Entropy,val_optimal,True,False,autumn,0.9090909090909091
NICO,Entropy,val_optimal,True,False,brightness,0.673
NICO,Entropy,val_optimal,True,False,contrast,0.9619090909090909
NICO,Entropy,val_optimal,True,False,grass,0.9090909090909091
NICO,Entropy,val_optimal,True,False,hue,0.9087272727272727
NICO,Entropy,val_optimal,True,False,multnoise,0.9090909090909091
NICO,Entropy,val_optimal,True,False,noise,0.9090909090909091
NICO,Entropy,val_optimal,True,False,outdoor,0.9090909090909091
NICO,Entropy,val_optimal,True,False,rock,0.9090909090909091
NICO,Entropy,val_optimal,True,False,saltpepper,0.6436363636363637
NICO,Entropy,val_optimal,True,False,smear,0.5432727272727272
NICO,Entropy,val_optimal,True,False,water,0.9090909090909091
NICO,Entropy,val_optimal,True,True,autumn,1.0
NICO,Entropy,val_optimal,True,True,brightness,0.5133636363636364
NICO,Entropy,val_optimal,True,True,contrast,0.9689090909090909
NICO,Entropy,val_optimal,True,True,grass,1.0
NICO,Entropy,val_optimal,True,True,hue,1.0
NICO,Entropy,val_optimal,True,True,multnoise,1.0
NICO,Entropy,val_optimal,True,True,noise,1.0
NICO,Entropy,val_optimal,True,True,outdoor,1.0
NICO,Entropy,val_optimal,True,True,rock,1.0
NICO,Entropy,val_optimal,True,True,saltpepper,1.0
NICO,Entropy,val_optimal,True,True,smear,0.21636363636363637
NICO,Entropy,val_optimal,True,True,water,1.0
NICO,GradNorm,density,False,False,autumn,1.0
NICO,GradNorm,density,False,False,brightness,0.056
NICO,GradNorm,density,False,False,contrast,0.022
NICO,GradNorm,density,False,False,grass,1.0
NICO,GradNorm,density,False,False,hue,1.0
NICO,GradNorm,density,False,False,multnoise,1.0
NICO,GradNorm,density,False,False,noise,1.0
NICO,GradNorm,density,False,False,outdoor,1.0
NICO,GradNorm,density,False,False,rock,1.0
NICO,GradNorm,density,False,False,saltpepper,1.0
NICO,GradNorm,density,False,False,smear,0.033
NICO,GradNorm,density,False,False,water,1.0
NICO,GradNorm,density,True,False,autumn,1.0
NICO,GradNorm,density,True,False,brightness,0.775
NICO,GradNorm,density,True,False,contrast,0.927
NICO,GradNorm,density,True,False,grass,1.0
NICO,GradNorm,density,True,False,hue,1.0
NICO,GradNorm,density,True,False,multnoise,1.0
NICO,GradNorm,density,True,False,noise,1.0
NICO,GradNorm,density,True,False,outdoor,1.0
NICO,GradNorm,density,True,False,rock,1.0
NICO,GradNorm,density,True,False,saltpepper,1.0
NICO,GradNorm,density,True,False,smear,0.862
NICO,GradNorm,density,True,False,water,1.0
NICO,GradNorm,density,True,True,autumn,1.0
NICO,GradNorm,density,True,True,brightness,0.7621818181818182
NICO,GradNorm,density,True,True,contrast,0.921
NICO,GradNorm,density,True,True,grass,1.0
NICO,GradNorm,density,True,True,hue,1.0
NICO,GradNorm,density,True,True,multnoise,1.0
NICO,GradNorm,density,True,True,noise,1.0
NICO,GradNorm,density,True,True,outdoor,1.0
NICO,GradNorm,density,True,True,rock,1.0
NICO,GradNorm,density,True,True,saltpepper,1.0
NICO,GradNorm,density,True,True,smear,0.8583636363636363
NICO,GradNorm,density,True,True,water,1.0
NICO,GradNorm,ind_span,False,False,autumn,1.0
NICO,GradNorm,ind_span,False,False,brightness,0.074
NICO,GradNorm,ind_span,False,False,contrast,0.031
NICO,GradNorm,ind_span,False,False,grass,1.0
NICO,GradNorm,ind_span,False,False,hue,1.0
NICO,GradNorm,ind_span,False,False,multnoise,1.0
NICO,GradNorm,ind_span,False,False,noise,1.0
NICO,GradNorm,ind_span,False,False,outdoor,1.0
NICO,GradNorm,ind_span,False,False,rock,1.0
NICO,GradNorm,ind_span,False,False,saltpepper,1.0
NICO,GradNorm,ind_span,False,False,smear,0.042
NICO,GradNorm,ind_span,False,False,water,1.0
NICO,GradNorm,ind_span,True,False,autumn,1.0
NICO,GradNorm,ind_span,True,False,brightness,0.765
NICO,GradNorm,ind_span,True,False,contrast,0.918
NICO,GradNorm,ind_span,True,False,grass,1.0
NICO,GradNorm,ind_span,True,False,hue,1.0
NICO,GradNorm,ind_span,True,False,multnoise,1.0
NICO,GradNorm,ind_span,True,False,noise,1.0
NICO,GradNorm,ind_span,True,False,outdoor,1.0
NICO,GradNorm,ind_span,True,False,rock,1.0
NICO,GradNorm,ind_span,True,False,saltpepper,1.0
NICO,GradNorm,ind_span,True,False,smear,0.853
NICO,GradNorm,ind_span,True,False,water,1.0
NICO,GradNorm,ind_span,True,True,autumn,1.0
NICO,GradNorm,ind_span,True,True,brightness,0.7638181818181818
NICO,GradNorm,ind_span,True,True,contrast,0.9191818181818182
NICO,GradNorm,ind_span,True,True,grass,1.0
NICO,GradNorm,ind_span,True,True,hue,1.0
NICO,GradNorm,ind_span,True,True,multnoise,1.0
NICO,GradNorm,ind_span,True,True,noise,1.0
NICO,GradNorm,ind_span,True,True,outdoor,1.0
NICO,GradNorm,ind_span,True,True,rock,1.0
NICO,GradNorm,ind_span,True,True,saltpepper,1.0
NICO,GradNorm,ind_span,True,True,smear,0.847909090909091
NICO,GradNorm,ind_span,True,True,water,1.0
NICO,GradNorm,val_optimal,False,False,autumn,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,brightness,0.07654545454545454
NICO,GradNorm,val_optimal,False,False,contrast,0.0710909090909091
NICO,GradNorm,val_optimal,False,False,grass,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,hue,0.5632727272727273
NICO,GradNorm,val_optimal,False,False,multnoise,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,noise,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,outdoor,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,rock,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,saltpepper,0.8181818181818182
NICO,GradNorm,val_optimal,False,False,smear,0.02481818181818182
NICO,GradNorm,val_optimal,False,False,water,0.8178181818181818
NICO,GradNorm,val_optimal,True,False,autumn,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,brightness,0.7642727272727273
NICO,GradNorm,val_optimal,True,False,contrast,0.8839090909090909
NICO,GradNorm,val_optimal,True,False,grass,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,hue,0.5632727272727273
NICO,GradNorm,val_optimal,True,False,multnoise,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,noise,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,outdoor,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,rock,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,saltpepper,0.8181818181818182
NICO,GradNorm,val_optimal,True,False,smear,0.8730909090909091
NICO,GradNorm,val_optimal,True,False,water,0.8178181818181818
NICO,GradNorm,val_optimal,True,True,autumn,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,brightness,0.7078181818181818
NICO,GradNorm,val_optimal,True,True,contrast,0.852909090909091
NICO,GradNorm,val_optimal,True,True,grass,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,hue,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,multnoise,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,noise,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,outdoor,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,rock,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,saltpepper,0.7272727272727273
NICO,GradNorm,val_optimal,True,True,smear,0.8610909090909091
NICO,GradNorm,val_optimal,True,True,water,0.7272727272727273
NICO,Softmax,density,False,False,autumn,0.187
NICO,Softmax,density,False,False,brightness,0.0
NICO,Softmax,density,False,False,contrast,0.0
NICO,Softmax,density,False,False,grass,0.082
NICO,Softmax,density,False,False,hue,0.0
NICO,Softmax,density,False,False,multnoise,0.051
NICO,Softmax,density,False,False,noise,0.012
NICO,Softmax,density,False,False,outdoor,0.019
NICO,Softmax,density,False,False,rock,0.134
NICO,Softmax,density,False,False,saltpepper,0.0
NICO,Softmax,density,False,False,smear,0.0
NICO,Softmax,density,False,False,water,0.145
NICO,Softmax,density,True,False,autumn,0.187
NICO,Softmax,density,True,False,brightness,0.806
NICO,Softmax,density,True,False,contrast,0.948
NICO,Softmax,density,True,False,grass,0.082
NICO,Softmax,density,True,False,hue,0.0
NICO,Softmax,density,True,False,multnoise,0.051
NICO,Softmax,density,True,False,noise,0.012
NICO,Softmax,density,True,False,outdoor,0.019
NICO,Softmax,density,True,False,rock,0.134
NICO,Softmax,density,True,False,saltpepper,0.0
NICO,Softmax,density,True,False,smear,0.864
NICO,Softmax,density,True,False,water,0.145
NICO,Softmax,density,True,True,autumn,0.17754545454545453
NICO,Softmax,density,True,True,brightness,0.806
NICO,Softmax,density,True,True,contrast,0.948
NICO,Softmax,density,True,True,grass,0.07836363636363636
NICO,Softmax,density,True,True,hue,0.0
NICO,Softmax,density,True,True,multnoise,0.047636363636363636
NICO,Softmax,density,True,True,noise,0.010454545454545454
NICO,Softmax,density,True,True,outdoor,0.017272727272727273
NICO,Softmax,density,True,True,rock,0.12436363636363636
NICO,Softmax,density,True,True,saltpepper,0.0
NICO,Softmax,density,True,True,smear,0.864
NICO,Softmax,density,True,True,water,0.13536363636363635
NICO,Softmax,ind_span,False,False,autumn,1.0
NICO,Softmax,ind_span,False,False,brightness,0.061
NICO,Softmax,ind_span,False,False,contrast,0.023
NICO,Softmax,ind_span,False,False,grass,1.0
NICO,Softmax,ind_span,False,False,hue,1.0
NICO,Softmax,ind_span,False,False,multnoise,1.0
NICO,Softmax,ind_span,False,False,noise,1.0
NICO,Softmax,ind_span,False,False,outdoor,1.0
NICO,Softmax,ind_span,False,False,rock,1.0
NICO,Softmax,ind_span,False,False,saltpepper,1.0
NICO,Softmax,ind_span,False,False,smear,0.039
NICO,Softmax,ind_span,False,False,water,1.0
NICO,Softmax,ind_span,True,False,autumn,1.0
NICO,Softmax,ind_span,True,False,brightness,0.761
NICO,Softmax,ind_span,True,False,contrast,0.925
NICO,Softmax,ind_span,True,False,grass,1.0
NICO,Softmax,ind_span,True,False,hue,1.0
NICO,Softmax,ind_span,True,False,multnoise,1.0
NICO,Softmax,ind_span,True,False,noise,1.0
NICO,Softmax,ind_span,True,False,outdoor,1.0
NICO,Softmax,ind_span,True,False,rock,1.0
NICO,Softmax,ind_span,True,False,saltpepper,1.0
NICO,Softmax,ind_span,True,False,smear,0.833
NICO,Softmax,ind_span,True,False,water,1.0
NICO,Softmax,ind_span,True,True,autumn,1.0
NICO,Softmax,ind_span,True,True,brightness,0.761090909090909
NICO,Softmax,ind_span,True,True,contrast,0.924
NICO,Softmax,ind_span,True,True,grass,1.0
NICO,Softmax,ind_span,True,True,hue,1.0
NICO,Softmax,ind_span,True,True,multnoise,1.0
NICO,Softmax,ind_span,True,True,noise,1.0
NICO,Softmax,ind_span,True,True,outdoor,1.0
NICO,Softmax,ind_span,True,True,rock,1.0
NICO,Softmax,ind_span,True,True,saltpepper,1.0
NICO,Softmax,ind_span,True,True,smear,0.834
NICO,Softmax,ind_span,True,True,water,1.0
NICO,Softmax,val_optimal,False,False,autumn,1.0
NICO,Softmax,val_optimal,False,False,brightness,0.11681818181818182
NICO,Softmax,val_optimal,False,False,contrast,0.06363636363636363
NICO,Softmax,val_optimal,False,False,grass,1.0
NICO,Softmax,val_optimal,False,False,hue,0.6719090909090909
NICO,Softmax,val_optimal,False,False,multnoise,1.0
NICO,Softmax,val_optimal,False,False,noise,1.0
NICO,Softmax,val_optimal,False,False,outdoor,1.0
NICO,Softmax,val_optimal,False,False,rock,1.0
NICO,Softmax,val_optimal,False,False,saltpepper,0.9945454545454545
NICO,Softmax,val_optimal,False,False,smear,0.11009090909090909
NICO,Softmax,val_optimal,False,False,water,1.0
NICO,Softmax,val_optimal,True,False,autumn,1.0
NICO,Softmax,val_optimal,True,False,brightness,0.7375454545454545
NICO,Softmax,val_optimal,True,False,contrast,0.8916363636363637
NICO,Softmax,val_optimal,True,False,grass,1.0
NICO,Softmax,val_optimal,True,False,hue,0.6719090909090909
NICO,Softmax,val_optimal,True,False,multnoise,1.0
NICO,Softmax,val_optimal,True,False,noise,1.0
NICO,Softmax,val_optimal,True,False,outdoor,1.0
NICO,Softmax,val_optimal,True,False,rock,1.0
NICO,Softmax,val_optimal,True,False,saltpepper,0.9945454545454545
NICO,Softmax,val_optimal,True,False,smear,0.7855454545454545
NICO,Softmax,val_optimal,True,False,water,1.0
NICO,Softmax,val_optimal,True,True,autumn,1.0
NICO,Softmax,val_optimal,True,True,brightness,0.7345454545454545
NICO,Softmax,val_optimal,True,True,contrast,0.8885454545454545
NICO,Softmax,val_optimal,True,True,grass,1.0
NICO,Softmax,val_optimal,True,True,hue,1.0
NICO,Softmax,val_optimal,True,True,multnoise,1.0
NICO,Softmax,val_optimal,True,True,noise,1.0
NICO,Softmax,val_optimal,True,True,outdoor,1.0
NICO,Softmax,val_optimal,True,True,rock,1.0
NICO,Softmax,val_optimal,True,True,saltpepper,1.0
NICO,Softmax,val_optimal,True,True,smear,0.786
NICO,Softmax,val_optimal,True,True,water,1.0
NICO,Typicality,density,False,False,autumn,0.989
NICO,Typicality,density,False,False,brightness,1.0
NICO,Typicality,density,False,False,contrast,0.993
NICO,Typicality,density,False,False,grass,1.0
NICO,Typicality,density,False,False,hue,0.999
NICO,Typicality,density,False,False,multnoise,1.0
NICO,Typicality,density,False,False,noise,1.0
NICO,Typicality,density,False,False,outdoor,0.992
NICO,Typicality,density,False,False,rock,0.984
NICO,Typicality,density,False,False,saltpepper,1.0
NICO,Typicality,density,False,False,smear,0.998
NICO,Typicality,density,False,False,water,0.983
NICO,Typicality,density,True,False,autumn,0.989
NICO,Typicality,density,True,False,brightness,0.161
NICO,Typicality,density,True,False,contrast,0.033
NICO,Typicality,density,True,False,grass,1.0
NICO,Typicality,density,True,False,hue,0.999
NICO,Typicality,density,True,False,multnoise,1.0
NICO,Typicality,density,True,False,noise,1.0
NICO,Typicality,density,True,False,outdoor,0.992
NICO,Typicality,density,True,False,rock,0.984
NICO,Typicality,density,True,False,saltpepper,1.0
NICO,Typicality,density,True,False,smear,0.115
NICO,Typicality,density,True,False,water,0.983
NICO,Typicality,density,True,True,autumn,0.992
NICO,Typicality,density,True,True,brightness,0.161
NICO,Typicality,density,True,True,contrast,0.03372727272727273
NICO,Typicality,density,True,True,grass,1.0
NICO,Typicality,density,True,True,hue,0.9992727272727273
NICO,Typicality,density,True,True,multnoise,1.0
NICO,Typicality,density,True,True,noise,1.0
NICO,Typicality,density,True,True,outdoor,0.9941818181818182
NICO,Typicality,density,True,True,rock,0.9876363636363636
NICO,Typicality,density,True,True,saltpepper,1.0
NICO,Typicality,density,True,True,smear,0.11581818181818182
NICO,Typicality,density,True,True,water,0.9860909090909091
NICO,Typicality,ind_span,False,False,autumn,0.003
NICO,Typicality,ind_span,False,False,brightness,1.0
NICO,Typicality,ind_span,False,False,contrast,0.012
NICO,Typicality,ind_span,False,False,grass,1.0
NICO,Typicality,ind_span,False,False,hue,0.337
NICO,Typicality,ind_span,False,False,multnoise,1.0
NICO,Typicality,ind_span,False,False,noise,1.0
NICO,Typicality,ind_span,False,False,outdoor,0.038
NICO,Typicality,ind_span,False,False,rock,0.002
NICO,Typicality,ind_span,False,False,saltpepper,1.0
NICO,Typicality,ind_span,False,False,smear,0.096
NICO,Typicality,ind_span,False,False,water,0.015
NICO,Typicality,ind_span,True,False,autumn,0.003
NICO,Typicality,ind_span,True,False,brightness,0.161
NICO,Typicality,ind_span,True,False,contrast,0.96
NICO,Typicality,ind_span,True,False,grass,1.0
NICO,Typicality,ind_span,True,False,hue,0.337
NICO,Typicality,ind_span,True,False,multnoise,1.0
NICO,Typicality,ind_span,True,False,noise,1.0
NICO,Typicality,ind_span,True,False,outdoor,0.038
NICO,Typicality,ind_span,True,False,rock,0.002
NICO,Typicality,ind_span,True,False,saltpepper,1.0
NICO,Typicality,ind_span,True,False,smear,0.803
NICO,Typicality,ind_span,True,False,water,0.015
NICO,Typicality,ind_span,True,True,autumn,0.003363636363636364
NICO,Typicality,ind_span,True,True,brightness,0.1610909090909091
NICO,Typicality,ind_span,True,True,contrast,0.9567272727272728
NICO,Typicality,ind_span,True,True,grass,1.0
NICO,Typicality,ind_span,True,True,hue,0.29309090909090907
NICO,Typicality,ind_span,True,True,multnoise,1.0
NICO,Typicality,ind_span,True,True,noise,1.0
NICO,Typicality,ind_span,True,True,outdoor,0.047
NICO,Typicality,ind_span,True,True,rock,0.0035454545454545456
NICO,Typicality,ind_span,True,True,saltpepper,1.0
NICO,Typicality,ind_span,True,True,smear,0.8080909090909091
NICO,Typicality,ind_span,True,True,water,0.014454545454545454
NICO,Typicality,val_optimal,False,False,autumn,0.22254545454545455
NICO,Typicality,val_optimal,False,False,brightness,0.36363636363636365
NICO,Typicality,val_optimal,False,False,contrast,0.22636363636363635
NICO,Typicality,val_optimal,False,False,grass,0.3185454545454545
NICO,Typicality,val_optimal,False,False,hue,0.28745454545454546
NICO,Typicality,val_optimal,False,False,multnoise,0.5267272727272727
NICO,Typicality,val_optimal,False,False,noise,0.5454545454545454
NICO,Typicality,val_optimal,False,False,outdoor,0.20927272727272728
NICO,Typicality,val_optimal,False,False,rock,0.22445454545454546
NICO,Typicality,val_optimal,False,False,saltpepper,0.5454545454545454
NICO,Typicality,val_optimal,False,False,smear,0.25845454545454544
NICO,Typicality,val_optimal,False,False,water,0.21954545454545454
NICO,Typicality,val_optimal,True,False,autumn,0.22254545454545455
NICO,Typicality,val_optimal,True,False,brightness,0.5924545454545455
NICO,Typicality,val_optimal,True,False,contrast,0.7581818181818182
NICO,Typicality,val_optimal,True,False,grass,0.3185454545454545
NICO,Typicality,val_optimal,True,False,hue,0.28745454545454546
NICO,Typicality,val_optimal,True,False,multnoise,0.5267272727272727
NICO,Typicality,val_optimal,True,False,noise,0.5454545454545454
NICO,Typicality,val_optimal,True,False,outdoor,0.20927272727272728
NICO,Typicality,val_optimal,True,False,rock,0.22445454545454546
NICO,Typicality,val_optimal,True,False,saltpepper,0.5454545454545454
NICO,Typicality,val_optimal,True,False,smear,0.6876363636363636
NICO,Typicality,val_optimal,True,False,water,0.21954545454545454
NICO,Typicality,val_optimal,True,True,autumn,0.23745454545454545
NICO,Typicality,val_optimal,True,True,brightness,0.5924545454545455
NICO,Typicality,val_optimal,True,True,contrast,0.7679090909090909
NICO,Typicality,val_optimal,True,True,grass,0.5442727272727272
NICO,Typicality,val_optimal,True,True,hue,0.2810909090909091
NICO,Typicality,val_optimal,True,True,multnoise,0.5454545454545454
NICO,Typicality,val_optimal,True,True,noise,0.5454545454545454
NICO,Typicality,val_optimal,True,True,outdoor,0.2149090909090909
NICO,Typicality,val_optimal,True,True,rock,0.2360909090909091
NICO,Typicality,val_optimal,True,True,saltpepper,0.5454545454545454
NICO,Typicality,val_optimal,True,True,smear,0.6658181818181819
NICO,Typicality,val_optimal,True,True,water,0.23127272727272727
NICO,kNN,density,False,False,autumn,1.0
NICO,kNN,density,False,False,brightness,0.002
NICO,kNN,density,False,False,contrast,0.002
NICO,kNN,density,False,False,grass,1.0
NICO,kNN,density,False,False,hue,1.0
NICO,kNN,density,False,False,multnoise,1.0
NICO,kNN,density,False,False,noise,1.0
NICO,kNN,density,False,False,outdoor,1.0
NICO,kNN,density,False,False,rock,1.0
NICO,kNN,density,False,False,saltpepper,1.0
NICO,kNN,density,False,False,smear,0.001
NICO,kNN,density,False,False,water,1.0
NICO,kNN,density,True,False,autumn,1.0
NICO,kNN,density,True,False,brightness,0.874
NICO,kNN,density,True,False,contrast,0.964
NICO,kNN,density,True,False,grass,1.0
NICO,kNN,density,True,False,hue,1.0
NICO,kNN,density,True,False,multnoise,1.0
NICO,kNN,density,True,False,noise,1.0
NICO,kNN,density,True,False,outdoor,1.0
NICO,kNN,density,True,False,rock,1.0
NICO,kNN,density,True,False,saltpepper,1.0
NICO,kNN,density,True,False,smear,0.91
NICO,kNN,density,True,False,water,1.0
NICO,kNN,density,True,True,autumn,1.0
NICO,kNN,density,True,True,brightness,0.874
NICO,kNN,density,True,True,contrast,0.964
NICO,kNN,density,True,True,grass,1.0
NICO,kNN,density,True,True,hue,1.0
NICO,kNN,density,True,True,multnoise,1.0
NICO,kNN,density,True,True,noise,1.0
NICO,kNN,density,True,True,outdoor,1.0
NICO,kNN,density,True,True,rock,1.0
NICO,kNN,density,True,True,saltpepper,1.0
