tpr,tnr,ba,tl,rate,rate_estimate,error
0.36,0.92,0.64,60,0.84,0.16798459411416153,0.6720154058858384
0.36,0.92,0.64,60,0.88,0.17262913950885506,0.7073708604911451
0.36,0.92,0.64,60,0.92,0.1740559615511225,0.7459440384488776
0.36,0.92,0.64,60,0.96,0.1782327342155507,0.7817672657844493
0.36,0.92,0.64,60,1.0,0.1806259793271446,0.8193740206728554
0.36,0.92,0.64,100,0.0,0.10379999999999995,0.10379999999999995
0.36,0.92,0.64,100,0.04,0.10603999999999995,0.06603999999999996
0.36,0.92,0.64,100,0.08,0.10967999999999996,0.02967999999999996
0.36,0.92,0.64,100,0.12,0.11163999999999996,0.010320000000000027
0.36,0.92,0.64,100,0.16,0.11460799999999996,0.045392000000000036
0.36,0.92,0.64,100,0.2,0.11849999999999997,0.08150000000000004
0.36,0.92,0.64,100,0.24,0.12071199999999997,0.11928800000000002
0.36,0.92,0.64,100,0.28,0.12432399999999998,0.15567600000000006
0.36,0.92,0.64,100,0.32,0.12841199999999997,0.19158800000000004
0.36,0.92,0.64,100,0.36,0.12967199999999998,0.230328
0.36,0.92,0.64,100,0.4,0.136616,0.26338400000000006
0.36,0.92,0.64,100,0.44,0.13613999999999998,0.30386
0.36,0.92,0.64,100,0.48,0.13910799999999998,0.340892
0.36,0.92,0.64,100,0.52,0.14193599999999998,0.378064
0.36,0.92,0.64,100,0.56,0.14535199999999998,0.4146480000000001
0.36,0.92,0.64,100,0.6,0.15030799999999997,0.449692
0.36,0.92,0.64,100,0.64,0.15249199999999996,0.48750800000000005
0.36,0.92,0.64,100,0.68,0.15358399999999997,0.5264160000000001
0.36,0.92,0.64,100,0.72,0.15912799999999996,0.560872
0.36,0.92,0.64,100,0.76,0.16243199999999994,0.5975680000000001
0.36,0.92,0.64,100,0.8,0.16542799999999996,0.634572
0.36,0.92,0.64,100,0.84,0.16707999999999995,0.67292
0.36,0.92,0.64,100,0.88,0.17293199999999995,0.707068
0.36,0.92,0.64,100,0.92,0.17472399999999993,0.745276
0.36,0.92,0.64,100,0.96,0.18001599999999993,0.779984
0.36,0.92,0.64,100,1.0,0.18396399999999993,0.816036
0.36,0.92,0.64,200,0.0,0.10231599999999996,0.10231599999999996
0.36,0.92,0.64,200,0.04,0.10676799999999999,0.06676799999999998
0.36,0.92,0.64,200,0.08,0.10906399999999998,0.02906399999999998
0.36,0.92,0.64,200,0.12,0.11135999999999997,0.009432000000000013
0.36,0.92,0.64,200,0.16,0.11567199999999998,0.04432800000000003
0.36,0.92,0.64,200,0.2,0.11883599999999998,0.08116400000000004
0.36,0.92,0.64,200,0.24,0.12096399999999997,0.119036
0.36,0.92,0.64,200,0.28,0.12415599999999997,0.15584400000000004
0.36,0.92,0.64,200,0.32,0.12689999999999999,0.19310000000000002
0.36,0.92,0.64,200,0.36,0.12986799999999998,0.230132
0.36,0.92,0.64,200,0.4,0.133956,0.26604400000000006
0.36,0.92,0.64,200,0.44,0.136756,0.303244
0.36,0.92,0.64,200,0.48,0.139864,0.34013600000000005
0.36,0.92,0.64,200,0.52,0.143364,0.376636
0.36,0.92,0.64,200,0.56,0.14504399999999998,0.41495600000000005
0.36,0.92,0.64,200,0.6,0.14778799999999997,0.45221200000000006
0.36,0.92,0.64,200,0.64,0.153556,0.48644400000000004
0.36,0.92,0.64,200,0.68,0.15783999999999998,0.5221600000000001
0.36,0.92,0.64,200,0.72,0.15683199999999997,0.563168
0.36,0.92,0.64,200,0.76,0.162488,0.597512
0.36,0.92,0.64,200,0.8,0.166408,0.633592
0.36,0.92,0.64,200,0.84,0.16755599999999998,0.672444
0.36,0.92,0.64,200,0.88,0.17181199999999996,0.7081879999999999
0.36,0.92,0.64,200,0.92,0.173856,0.746144
0.36,0.92,0.64,200,0.96,0.177748,0.7822520000000001
0.36,0.92,0.64,200,1.0,0.18049199999999999,0.819508
0.36,0.92,0.64,500,0.0,0.10203599999999997,0.10203599999999997
0.36,0.92,0.64,500,0.04,0.10623599999999997,0.06623599999999999
0.36,0.92,0.64,500,0.08,0.10844799999999999,0.028447999999999984
0.36,0.92,0.64,500,0.12,0.111164,0.009012000000000008
0.36,0.92,0.64,500,0.16,0.11651199999999999,0.04348800000000001
0.36,0.92,0.64,500,0.2,0.118416,0.08158400000000002
0.36,0.92,0.64,500,0.24,0.12236399999999999,0.117636
0.36,0.92,0.64,500,0.28,0.12541599999999997,0.15458400000000005
0.36,0.92,0.64,500,0.32,0.12673199999999998,0.19326800000000005
0.36,0.92,0.64,500,0.36,0.130316,0.229684
0.36,0.92,0.64,500,0.4,0.13191199999999997,0.26808800000000005
0.36,0.92,0.64,500,0.44,0.13622399999999998,0.303776
0.36,0.92,0.64,500,0.48,0.140592,0.33940800000000004
0.36,0.92,0.64,500,0.52,0.14201999999999998,0.37798000000000004
0.36,0.92,0.64,500,0.56,0.14512799999999998,0.4148720000000001
0.36,0.92,0.64,500,0.6,0.15148399999999998,0.44851599999999997
0.36,0.92,0.64,500,0.64,0.15153999999999998,0.48846000000000006
0.36,0.92,0.64,500,0.68,0.15445199999999998,0.525548
0.36,0.92,0.64,500,0.72,0.159072,0.560928
0.36,0.92,0.64,500,0.76,0.162376,0.597624
0.36,0.92,0.64,500,0.8,0.16553999999999996,0.63446
0.36,0.92,0.64,500,0.84,0.171392,0.668608
0.36,0.92,0.64,500,0.88,0.17147599999999996,0.708524
0.36,0.92,0.64,500,0.92,0.17340799999999998,0.746592
0.36,0.92,0.64,500,0.96,0.17685199999999998,0.783148
0.36,0.92,0.64,500,1.0,0.18068799999999996,0.819312
0.36,0.92,0.64,1000,0.0,0.103128,0.103128
0.36,0.92,0.64,1000,0.04,0.10489199999999999,0.06489199999999999
0.36,0.92,0.64,1000,0.08,0.10833599999999999,0.02833599999999999
0.36,0.92,0.64,1000,0.12,0.11180799999999999,0.008192000000000003
0.36,0.92,0.64,1000,0.16,0.11569999999999998,0.04430000000000002
0.36,0.92,0.64,1000,0.2,0.118668,0.08133200000000002
0.36,0.92,0.64,1000,0.24,0.122308,0.11769199999999999
0.36,0.92,0.64,1000,0.28,0.125416,0.15458400000000003
0.36,0.92,0.64,1000,0.32,0.12869199999999997,0.191308
0.36,0.92,0.64,1000,0.36,0.128664,0.23133599999999999
0.36,0.92,0.64,1000,0.4,0.13306,0.26694000000000007
0.36,0.92,0.64,1000,0.44,0.136476,0.303524
0.36,0.92,0.64,1000,0.48,0.142272,0.337728
0.36,0.92,0.64,1000,0.52,0.140536,0.379464
0.36,0.92,0.64,1000,0.56,0.146612,0.41338800000000003
0.36,0.92,0.64,1000,0.6,0.148712,0.451288
0.36,0.92,0.64,1000,0.64,0.153696,0.48630399999999996
0.36,0.92,0.64,1000,0.68,0.156748,0.523252
0.36,0.92,0.64,1000,0.72,0.15932399999999997,0.560676
0.36,0.92,0.64,1000,0.76,0.162908,0.5970920000000001
0.36,0.92,0.64,1000,0.8,0.16553999999999996,0.63446
0.36,0.92,0.64,1000,0.84,0.16643599999999997,0.673564
0.36,0.92,0.64,1000,0.88,0.17492,0.7050799999999999
0.36,0.92,0.64,1000,0.92,0.17388399999999998,0.746116
0.36,0.92,0.64,1000,0.96,0.178784,0.7812159999999999
0.36,0.92,0.64,1000,1.0,0.17906399999999997,0.820936
0.36,0.96,0.66,10,0.0,0.05107200000000003,0.05107200000000003
0.36,0.96,0.66,10,0.04,0.05523200000000003,0.015232000000000025
0.36,0.96,0.66,10,0.08,0.060352000000000024,0.026943999999999982
0.36,0.96,0.66,10,0.12,0.06428800000000003,0.05702399999999997
0.36,0.96,0.66,10,0.16,0.06761600000000002,0.09244799999999997
0.36,0.96,0.66,10,0.2,0.07193600000000003,0.12806399999999998
0.36,0.96,0.66,10,0.24,0.07622400000000001,0.16377599999999998
0.36,0.96,0.66,10,0.28,0.08441600000000002,0.195584
0.36,0.96,0.66,10,0.32,0.08361600000000002,0.23638399999999998
0.36,0.96,0.66,10,0.36,0.08876800000000001,0.271232
0.36,0.96,0.66,10,0.4,0.09340800000000002,0.30659200000000003
0.36,0.96,0.66,10,0.44,0.09561600000000003,0.34438399999999997
0.36,0.96,0.66,10,0.48,0.10252800000000002,0.377472
0.36,0.96,0.66,10,0.52,0.10627200000000002,0.413728
0.36,0.96,0.66,10,0.56,0.10979200000000001,0.45020800000000005
0.36,0.96,0.66,10,0.6,0.11152000000000002,0.48847999999999997
0.36,0.96,0.66,10,0.64,0.11926400000000002,0.520736
0.36,0.96,0.66,10,0.68,0.12371200000000002,0.556288
0.36,0.96,0.66,10,0.72,0.12777600000000003,0.592224
0.36,0.96,0.66,10,0.76,0.133216,0.626784
0.36,0.96,0.66,10,0.8,0.13232000000000002,0.66768
0.36,0.96,0.66,10,0.84,0.141568,0.6984319999999999
0.36,0.96,0.66,10,0.88,0.14003200000000002,0.739968
0.36,0.96,0.66,10,0.92,0.147296,0.7727040000000001
0.36,0.96,0.66,10,0.96,0.148704,0.8112959999999999
0.36,0.96,0.66,10,1.0,0.15510400000000002,0.844896
0.36,0.96,0.66,20,0.0,0.05164800000000003,0.05164800000000003
0.36,0.96,0.66,20,0.04,0.05635200000000002,0.01635200000000002
0.36,0.96,0.66,20,0.08,0.06019200000000002,0.023327999999999984
0.36,0.96,0.66,20,0.12,0.06553600000000001,0.05465599999999997
0.36,0.96,0.66,20,0.16,0.06886400000000002,0.09113599999999998
0.36,0.96,0.66,20,0.2,0.07168000000000002,0.12832
0.36,0.96,0.66,20,0.24,0.07808000000000001,0.16191999999999998
0.36,0.96,0.66,20,0.28,0.07977600000000001,0.200224
0.36,0.96,0.66,20,0.32,0.08553600000000001,0.234464
0.36,0.96,0.66,20,0.36,0.08806400000000002,0.27193599999999996
0.36,0.96,0.66,20,0.4,0.09648000000000002,0.30352
0.36,0.96,0.66,20,0.44,0.09670400000000001,0.343296
0.36,0.96,0.66,20,0.48,0.10128000000000001,0.37871999999999995
0.36,0.96,0.66,20,0.52,0.107808,0.412192
0.36,0.96,0.66,20,0.56,0.11056000000000002,0.44944000000000006
0.36,0.96,0.66,20,0.6,0.11340800000000001,0.48659199999999997
0.36,0.96,0.66,20,0.64,0.11772800000000001,0.5222720000000001
0.36,0.96,0.66,20,0.68,0.12368000000000001,0.55632
0.36,0.96,0.66,20,0.72,0.12470400000000001,0.5952959999999999
0.36,0.96,0.66,20,0.76,0.129856,0.630144
0.36,0.96,0.66,20,0.8,0.134272,0.6657280000000001
0.36,0.96,0.66,20,0.84,0.13827199999999998,0.7017279999999999
0.36,0.96,0.66,20,0.88,0.142912,0.737088
0.36,0.96,0.66,20,0.92,0.146752,0.773248
0.36,0.96,0.66,20,0.96,0.15088,0.80912
0.36,0.96,0.66,20,1.0,0.153248,0.8467520000000001
0.36,0.96,0.66,30,0.0,0.05340592205108336,0.05340592205108336
0.36,0.96,0.66,30,0.04,0.056164809971261616,0.016164809971261608
0.36,0.96,0.66,30,0.08,0.06227156188446513,0.01983428589880201
0.36,0.96,0.66,30,0.12,0.06533423746326973,0.05469779456876228
0.36,0.96,0.66,30,0.16,0.07062158933126676,0.08937841066873324
0.36,0.96,0.66,30,0.2,0.07292376247214959,0.12707623752785044
0.36,0.96,0.66,30,0.24,0.07761077206238498,0.162389227937615
0.36,0.96,0.66,30,0.28,0.08194749588297977,0.19805250411702027
0.36,0.96,0.66,30,0.32,0.08603726306952114,0.2339627369304789
0.36,0.96,0.66,30,0.36,0.0901063644289451,0.26989363557105495
0.36,0.96,0.66,30,0.4,0.09392230940618039,0.3060776905938196
0.36,0.96,0.66,30,0.44,0.09898130388452969,0.3410186961154703
0.36,0.96,0.66,30,0.48,0.09932952307145858,0.3806704769285414
0.36,0.96,0.66,30,0.52,0.10627530756563015,0.4137246924343699
0.36,0.96,0.66,30,0.56,0.10974923310407182,0.45025076689592824
0.36,0.96,0.66,30,0.6,0.11616493913268108,0.48383506086731887
0.36,0.96,0.66,30,0.64,0.11775000807258872,0.5222499919274113
0.36,0.96,0.66,30,0.68,0.12086538151054281,0.5591346184894572
0.36,0.96,0.66,30,0.72,0.12603390487261457,0.5939660951273854
0.36,0.96,0.66,30,0.76,0.12893848687397075,0.6310615131260292
0.36,0.96,0.66,30,0.8,0.1370549904743453,0.6629450095256547
0.36,0.96,0.66,30,0.84,0.1380376505537796,0.7019623494462204
0.36,0.96,0.66,30,0.88,0.14141547999612517,0.7385845200038749
0.36,0.96,0.66,30,0.92,0.14735380541832155,0.7726461945816785
0.36,0.96,0.66,30,0.96,0.15007032839290904,0.809929671607091
0.36,0.96,0.66,30,1.0,0.1550466595627886,0.8449533404372114
0.36,0.96,0.66,50,0.0,0.05308800000000003,0.05308800000000003
0.36,0.96,0.66,50,0.04,0.057824000000000035,0.01782400000000003
0.36,0.96,0.66,50,0.08,0.06060800000000003,0.019967999999999975
0.36,0.96,0.66,50,0.12,0.06512000000000003,0.05487999999999997
0.36,0.96,0.66,50,0.16,0.06867200000000002,0.09132799999999998
0.36,0.96,0.66,50,0.2,0.07158400000000004,0.12841599999999997
0.36,0.96,0.66,50,0.24,0.07840000000000004,0.16159999999999997
0.36,0.96,0.66,50,0.28,0.08252800000000002,0.19747199999999998
0.36,0.96,0.66,50,0.32,0.08284800000000002,0.237152
0.36,0.96,0.66,50,0.36,0.08918400000000004,0.27081599999999995
0.36,0.96,0.66,50,0.4,0.09411200000000003,0.305888
0.36,0.96,0.66,50,0.44,0.09769600000000002,0.34230399999999994
0.36,0.96,0.66,50,0.48,0.10172800000000003,0.378272
0.36,0.96,0.66,50,0.52,0.10544000000000002,0.41456
0.36,0.96,0.66,50,0.56,0.11024000000000003,0.44976
0.36,0.96,0.66,50,0.6,0.11382400000000002,0.48617599999999994
0.36,0.96,0.66,50,0.64,0.11667200000000003,0.523328
0.36,0.96,0.66,50,0.68,0.125888,0.554112
0.36,0.96,0.66,50,0.72,0.12524800000000003,0.594752
0.36,0.96,0.66,50,0.76,0.13011200000000003,0.629888
0.36,0.96,0.66,50,0.8,0.135712,0.6642880000000001
0.36,0.96,0.66,50,0.84,0.136384,0.7036159999999999
0.36,0.96,0.66,50,0.88,0.14297600000000002,0.737024
0.36,0.96,0.66,50,0.92,0.145856,0.774144
0.36,0.96,0.66,50,0.96,0.15110400000000002,0.8088960000000001
0.36,0.96,0.66,50,1.0,0.156288,0.843712
0.36,0.96,0.66,60,0.0,0.05202659819606297,0.05202659819606297
0.36,0.96,0.66,60,0.04,0.056158009085522445,0.016158009085522444
0.36,0.96,0.66,60,0.08,0.0599265257752321,0.02036947791164656
0.36,0.96,0.66,60,0.12,0.06623582856014223,0.05376417143985777
0.36,0.96,0.66,60,0.16,0.06892988346829945,0.09107011653170055
0.36,0.96,0.66,60,0.2,0.07059161235104354,0.12940838764895646
0.36,0.96,0.66,60,0.24,0.07772308907762199,0.162276910922378
0.36,0.96,0.66,60,0.28,0.08157219040094808,0.19842780959905193
0.36,0.96,0.66,60,0.32,0.08560300217262495,0.23439699782737508
0.36,0.96,0.66,60,0.36,0.09090526038580553,0.26909473961419444
0.36,0.96,0.66,60,0.4,0.09312212785568505,0.30687787214431494
0.36,0.96,0.66,60,0.44,0.0964171439857792,0.3435828560142208
0.36,0.96,0.66,60,0.48,0.1001682796760814,0.3798317203239186
0.36,0.96,0.66,60,0.52,0.10534044374218186,0.41465955625781814
0.36,0.96,0.66,60,0.56,0.10996326288761604,0.450036737112384
0.36,0.96,0.66,60,0.6,0.11522654552636777,0.4847734544736322
0.36,0.96,0.66,60,0.64,0.11924050299558893,0.520759497004411
0.36,0.96,0.66,60,0.68,0.12073842912634143,0.5592615708736586
0.36,0.96,0.66,60,0.72,0.1264146421752584,0.5935853578247415
0.36,0.96,0.66,60,0.76,0.1292867206531042,0.6307132793468958
0.36,0.96,0.66,60,0.8,0.1345952992297057,0.6654047007702943
0.36,0.96,0.66,60,0.84,0.13617012311541246,0.7038298768845875
0.36,0.96,0.66,60,0.88,0.14173414971360854,0.7382658502863915
0.36,0.96,0.66,60,0.92,0.1481688063730331,0.771831193626967
0.36,0.96,0.66,60,0.96,0.1508639146750938,0.8091360853249061
0.36,0.96,0.66,60,1.0,0.15557416551451708,0.844425834485483
0.36,0.96,0.66,100,0.0,0.05219200000000002,0.05219200000000002
0.36,0.96,0.66,100,0.04,0.05692800000000003,0.01692800000000003
0.36,0.96,0.66,100,0.08,0.06182400000000003,0.01823999999999997
0.36,0.96,0.66,100,0.12,0.06396800000000004,0.056031999999999964
0.36,0.96,0.66,100,0.16,0.07190400000000002,0.08809599999999998
0.36,0.96,0.66,100,0.2,0.07446400000000003,0.12553599999999998
0.36,0.96,0.66,100,0.24,0.07843200000000002,0.16156799999999996
0.36,0.96,0.66,100,0.28,0.08380800000000001,0.196192
0.36,0.96,0.66,100,0.32,0.08553600000000001,0.234464
0.36,0.96,0.66,100,0.36,0.09014400000000002,0.269856
0.36,0.96,0.66,100,0.4,0.09504000000000001,0.30496
0.36,0.96,0.66,100,0.44,0.09763200000000001,0.342368
0.36,0.96,0.66,100,0.48,0.102272,0.37772799999999995
0.36,0.96,0.66,100,0.52,0.10640000000000001,0.41359999999999997
0.36,0.96,0.66,100,0.56,0.109568,0.45043200000000005
0.36,0.96,0.66,100,0.6,0.113216,0.48678399999999994
0.36,0.96,0.66,100,0.64,0.117472,0.522528
0.36,0.96,0.66,100,0.68,0.121152,0.558848
0.36,0.96,0.66,100,0.72,0.129632,0.590368
0.36,0.96,0.66,100,0.76,0.129888,0.630112
0.36,0.96,0.66,100,0.8,0.133408,0.666592
0.36,0.96,0.66,100,0.84,0.139328,0.700672
0.36,0.96,0.66,100,0.88,0.141248,0.7387520000000001
0.36,0.96,0.66,100,0.92,0.14848,0.77152
0.36,0.96,0.66,100,0.96,0.15171199999999999,0.808288
0.36,0.96,0.66,100,1.0,0.153376,0.846624
0.36,0.96,0.66,200,0.0,0.05209600000000002,0.05209600000000002
0.36,0.96,0.66,200,0.04,0.05737600000000001,0.017376000000000013
0.36,0.96,0.66,200,0.08,0.05948800000000001,0.02051199999999999
0.36,0.96,0.66,200,0.12,0.06448000000000001,0.05551999999999998
0.36,0.96,0.66,200,0.16,0.06771200000000001,0.092288
0.36,0.96,0.66,200,0.2,0.07270400000000002,0.127296
0.36,0.96,0.66,200,0.24,0.07689600000000002,0.16310399999999997
0.36,0.96,0.66,200,0.28,0.08140800000000001,0.19859200000000002
0.36,0.96,0.66,200,0.32,0.08508800000000001,0.23491199999999998
0.36,0.96,0.66,200,0.36,0.09152,0.26848
0.36,0.96,0.66,200,0.4,0.094368,0.305632
0.36,0.96,0.66,200,0.44,0.09606400000000001,0.343936
0.36,0.96,0.66,200,0.48,0.102432,0.37756799999999996
0.36,0.96,0.66,200,0.52,0.10780800000000001,0.412192
0.36,0.96,0.66,200,0.56,0.11148799999999999,0.4485120000000001
0.36,0.96,0.66,200,0.6,0.11219200000000001,0.487808
0.36,0.96,0.66,200,0.64,0.11718400000000001,0.5228160000000001
0.36,0.96,0.66,200,0.68,0.121984,0.5580160000000001
0.36,0.96,0.66,200,0.72,0.126144,0.5938559999999999
0.36,0.96,0.66,200,0.76,0.130496,0.6295040000000001
0.36,0.96,0.66,200,0.8,0.13424,0.6657600000000001
0.36,0.96,0.66,200,0.84,0.13811199999999998,0.701888
0.36,0.96,0.66,200,0.88,0.142944,0.737056
0.36,0.96,0.66,200,0.92,0.1488,0.7712
0.36,0.96,0.66,200,0.96,0.152768,0.807232
0.36,0.96,0.66,200,1.0,0.155616,0.844384
0.36,0.96,0.66,500,0.0,0.05264000000000002,0.05264000000000002
0.36,0.96,0.66,500,0.04,0.05635200000000001,0.016352000000000012
0.36,0.96,0.66,500,0.08,0.06035200000000002,0.01964799999999999
0.36,0.96,0.66,500,0.12,0.06342400000000001,0.05657599999999998
0.36,0.96,0.66,500,0.16,0.06780800000000001,0.092192
0.36,0.96,0.66,500,0.2,0.07414400000000002,0.125856
0.36,0.96,0.66,500,0.24,0.076736,0.163264
0.36,0.96,0.66,500,0.28,0.08105600000000002,0.198944
0.36,0.96,0.66,500,0.32,0.08835200000000001,0.231648
0.36,0.96,0.66,500,0.36,0.09043200000000001,0.269568
0.36,0.96,0.66,500,0.4,0.09456,0.30544000000000004
0.36,0.96,0.66,500,0.44,0.097824,0.342176
0.36,0.96,0.66,500,0.48,0.101984,0.378016
0.36,0.96,0.66,500,0.52,0.105824,0.41417600000000004
0.36,0.96,0.66,500,0.56,0.11228799999999999,0.447712
0.36,0.96,0.66,500,0.6,0.11465600000000001,0.485344
0.36,0.96,0.66,500,0.64,0.11872,0.5212800000000001
0.36,0.96,0.66,500,0.68,0.12223999999999999,0.55776
0.36,0.96,0.66,500,0.72,0.125824,0.5941759999999999
0.36,0.96,0.66,500,0.76,0.129728,0.6302719999999999
0.36,0.96,0.66,500,0.8,0.13327999999999998,0.66672
0.36,0.96,0.66,500,0.84,0.13958399999999999,0.7004159999999999
0.36,0.96,0.66,500,0.88,0.14233599999999996,0.737664
0.36,0.96,0.66,500,0.92,0.14438399999999998,0.7756160000000001
0.36,0.96,0.66,500,0.96,0.15190399999999998,0.8080959999999999
0.36,0.96,0.66,500,1.0,0.15615999999999997,0.8438399999999999
0.36,0.96,0.66,1000,0.0,0.05315200000000001,0.05315200000000001
0.36,0.96,0.66,1000,0.04,0.057664000000000014,0.017664000000000013
0.36,0.96,0.66,1000,0.08,0.059744000000000005,0.020255999999999993
0.36,0.96,0.66,1000,0.12,0.06355200000000001,0.056447999999999984
0.36,0.96,0.66,1000,0.16,0.06969600000000001,0.090304
0.36,0.96,0.66,1000,0.2,0.073536,0.126464
0.36,0.96,0.66,1000,0.24,0.07776000000000001,0.16224
0.36,0.96,0.66,1000,0.28,0.080512,0.19948800000000003
0.36,0.96,0.66,1000,0.32,0.08547199999999999,0.23452800000000001
0.36,0.96,0.66,1000,0.36,0.09027199999999999,0.269728
0.36,0.96,0.66,1000,0.4,0.09414399999999998,0.305856
0.36,0.96,0.66,1000,0.44,0.09775999999999999,0.34224
0.36,0.96,0.66,1000,0.48,0.10204799999999999,0.37795199999999995
0.36,0.96,0.66,1000,0.52,0.10719999999999999,0.4128
0.36,0.96,0.66,1000,0.56,0.10979199999999997,0.45020800000000005
0.36,0.96,0.66,1000,0.6,0.11395199999999998,0.486048
0.36,0.96,0.66,1000,0.64,0.11727999999999998,0.52272
0.36,0.96,0.66,1000,0.68,0.12422399999999997,0.555776
0.36,0.96,0.66,1000,0.72,0.12758399999999998,0.592416
0.36,0.96,0.66,1000,0.76,0.12985599999999997,0.630144
0.36,0.96,0.66,1000,0.8,0.13590399999999997,0.664096
0.36,0.96,0.66,1000,0.84,0.14223999999999998,0.6977599999999999
0.36,0.96,0.66,1000,0.88,0.14281599999999997,0.7371840000000001
0.36,0.96,0.66,1000,0.92,0.14787199999999998,0.7721280000000001
0.36,0.96,0.66,1000,0.96,0.15481599999999995,0.805184
0.36,0.96,0.66,1000,1.0,0.15587199999999996,0.8441280000000001
0.36,1.0,0.68,10,0.0,0.0,0.0
0.36,1.0,0.68,10,0.04,0.005399999999999999,0.035311999999999996
0.36,1.0,0.68,10,0.08,0.010584,0.069528
0.36,1.0,0.68,10,0.12,0.015911999999999996,0.10413599999999999
0.36,1.0,0.68,10,0.16,0.020879999999999996,0.13912
0.36,1.0,0.68,10,0.2,0.024191999999999998,0.17580800000000002
0.36,1.0,0.68,10,0.24,0.030167999999999997,0.209832
0.36,1.0,0.68,10,0.28,0.03693599999999999,0.24306400000000003
0.36,1.0,0.68,10,0.32,0.041328,0.27867200000000003
0.36,1.0,0.68,10,0.36,0.046619999999999995,0.31338
0.36,1.0,0.68,10,0.4,0.052523999999999994,0.34747600000000006
0.36,1.0,0.68,10,0.44,0.05666399999999999,0.383336
0.36,1.0,0.68,10,0.48,0.061667999999999994,0.418332
0.36,1.0,0.68,10,0.52,0.0675,0.45250000000000007
0.36,1.0,0.68,10,0.56,0.07361999999999999,0.48638000000000003
0.36,1.0,0.68,10,0.6,0.07477199999999999,0.5252279999999999
0.36,1.0,0.68,10,0.64,0.08294399999999999,0.557056
0.36,1.0,0.68,10,0.68,0.08622,0.5937800000000001
0.36,1.0,0.68,10,0.72,0.090684,0.629316
0.36,1.0,0.68,10,0.76,0.09594,0.6640600000000001
0.36,1.0,0.68,10,0.8,0.103392,0.6966080000000001
0.36,1.0,0.68,10,0.84,0.108,0.732
0.36,1.0,0.68,10,0.88,0.11390399999999999,0.766096
0.36,1.0,0.68,10,0.92,0.12078,0.79922
0.36,1.0,0.68,10,0.96,0.12430799999999999,0.835692
0.36,1.0,0.68,10,1.0,0.128772,0.8712280000000001
0.36,1.0,0.68,20,0.0,0.0,0.0
0.36,1.0,0.68,20,0.04,0.004968,0.035032
0.36,1.0,0.68,20,0.08,0.011087999999999999,0.068912
0.36,1.0,0.68,20,0.12,0.015659999999999997,0.10433999999999999
0.36,1.0,0.68,20,0.16,0.020916,0.139084
0.36,1.0,0.68,20,0.2,0.027288,0.172712
0.36,1.0,0.68,20,0.24,0.032544,0.207456
0.36,1.0,0.68,20,0.28,0.035244,0.24475600000000003
0.36,1.0,0.68,20,0.32,0.041184,0.278816
0.36,1.0,0.68,20,0.36,0.04824,0.31176
0.36,1.0,0.68,20,0.4,0.053172,0.346828
0.36,1.0,0.68,20,0.44,0.05684399999999999,0.383156
0.36,1.0,0.68,20,0.48,0.065052,0.414948
0.36,1.0,0.68,20,0.52,0.06749999999999999,0.45250000000000007
0.36,1.0,0.68,20,0.56,0.07131599999999999,0.488684
0.36,1.0,0.68,20,0.6,0.07797599999999999,0.522024
0.36,1.0,0.68,20,0.64,0.08333999999999998,0.5566599999999999
0.36,1.0,0.68,20,0.68,0.08874,0.5912600000000001
0.36,1.0,0.68,20,0.72,0.09489599999999998,0.625104
0.36,1.0,0.68,20,0.76,0.10083599999999998,0.659164
0.36,1.0,0.68,20,0.8,0.10296,0.6970400000000001
0.36,1.0,0.68,20,0.84,0.10915199999999999,0.7308479999999999
0.36,1.0,0.68,20,0.88,0.11660399999999999,0.763396
0.36,1.0,0.68,20,0.92,0.12121199999999999,0.798788
0.36,1.0,0.68,20,0.96,0.12279599999999999,0.837204
0.36,1.0,0.68,20,1.0,0.13064399999999998,0.869356
0.36,1.0,0.68,30,0.0,0.0,0.0
0.36,1.0,0.68,30,0.04,0.005075268817204301,0.0349247311827957
0.36,1.0,0.68,30,0.08,0.00946817785527463,0.07053182214472538
0.36,1.0,0.68,30,0.12,0.01594768962510898,0.104052310374891
0.36,1.0,0.68,30,0.16,0.020455681487939553,0.13954431851206045
0.36,1.0,0.68,30,0.2,0.02682011043301366,0.17317988956698635
0.36,1.0,0.68,30,0.24,0.03232897413542574,0.20767102586457425
0.36,1.0,0.68,30,0.28,0.03826445800639349,0.24173554199360653
0.36,1.0,0.68,30,0.32,0.04104039523394362,0.27895960476605636
0.36,1.0,0.68,30,0.36,0.04716884626562045,0.31283115373437953
0.36,1.0,0.68,30,0.4,0.05077826213310084,0.3492217378668992
0.36,1.0,0.68,30,0.44,0.057880848590526,0.382119151409474
0.36,1.0,0.68,30,0.48,0.06325021795989537,0.4167497820401046
0.36,1.0,0.68,30,0.52,0.06868352223190932,0.45131647776809075
0.36,1.0,0.68,30,0.56,0.07351235106073814,0.4864876489392619
0.36,1.0,0.68,30,0.6,0.08002208660273176,0.5199779133972682
0.36,1.0,0.68,30,0.64,0.08145771578029641,0.5585422842197036
0.36,1.0,0.68,30,0.68,0.08914269107817493,0.5908573089218251
0.36,1.0,0.68,30,0.72,0.09413891310665504,0.625861086893345
0.36,1.0,0.68,30,0.76,0.0969508863702412,0.6630491136297588
0.36,1.0,0.68,30,0.8,0.1040104620749782,0.6959895379250218
0.36,1.0,0.68,30,0.84,0.11026678291194418,0.7297332170880558
